ID	Name	Equation	Definition	Genes
rxn02418_c0	myo-inositol-hexakisphosphate 4-phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00885[c0] <=> (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd02788[c0]	(1) H2O[c0] + (1) Phytate[c0] <=> (1) Phosphate[c0] + (1) H+[c0] + (1) Inositol 1,2,3,5,6-pentakisphosphate[c0]	(fig|1185660.4.peg.455 or fig|1185660.4.peg.1624)
rxn08756_c0	isopentenyl-diphosphate:NAD+ oxidoreductase_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd08615[c0] => (1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00113[c0]	(1) NADH[c0] + (1) H+[c0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c0] => (1) H2O[c0] + (1) NAD[c0] + (1) Isopentenyldiphosphate[c0]	fig|1185660.4.peg.2972
rxn10012_c0	acyl-CoA dehydrogenase (decanoyl-CoA)_c0	(1) cpd00003[c0] + (1) cpd03128[c0] <= (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd03129[c0]	(1) NAD[c0] + (1) Decanoyl-CoA[c0] <= (1) NADH[c0] + (1) H+[c0] + (1) (2E)-Decenoyl-CoA[c0]	fig|1185660.4.peg.2776
rxn09450_c0	fatty-acid--CoA ligase (hexadecenoate), peroxisomal_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd15237[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd15238[c0]	(1) ATP[c0] + (1) CoA[c0] + (1) hexadecenoate[c0] => (1) PPi[c0] + (1) AMP[c0] + (1) Hexadecenoyl-CoA[c0]	(fig|1185660.4.peg.1922 or fig|1185660.4.peg.3392)
rxn04938_c0	S-(hydroxymethyl)glutathione:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd09879[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00759[c0]	(1) NADP[c0] + (1) S-(Hydroxymethyl)glutathione[c0] <=> (1) NADPH[c0] + (1) H+[c0] + (1) S-Formylglutathione[c0]	(fig|1185660.4.peg.676 or fig|1185660.4.peg.677 or fig|1185660.4.peg.767)
rxn00412_c0	UTP:L-glutamine amido-ligase (ADP-forming)_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00053[c0] + (1) cpd00062[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00023[c0] + (1) cpd00052[c0] + (2) cpd00067[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) L-Glutamine[c0] + (1) UTP[c0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) L-Glutamate[c0] + (1) CTP[c0] + (2) H+[c0]	(fig|1185660.4.peg.1757 or fig|1185660.4.peg.2007)
rxn02339_c0	4-Hydroxy-L-glutamate:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd01974[c0] <=> (1) cpd00023[c0] + (1) cpd00830[c0]	(1) 2-Oxoglutarate[c0] + (1) 4-Hydroxy-L-glutamate[c0] <=> (1) L-Glutamate[c0] + (1) 4-Hydroxy-2-oxoglutarate[c0]	(fig|1185660.4.peg.3324 or fig|1185660.4.peg.655)
rxn01573_c0	L-Isoleucine:NAD+ oxidoreductase(deaminating)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00322[c0] <=> (1) cpd00004[c0] + (1) cpd00013[c0] + (1) cpd00067[c0] + (1) cpd00508[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) L-Isoleucine[c0] <=> (1) NADH[c0] + (1) NH3[c0] + (1) H+[c0] + (1) 3MOP[c0]	fig|1185660.4.peg.1583
rxn00650_c0	L-cysteinylglycine dipeptidase_c0	(1) cpd00001[c0] + (1) cpd01017[c0] <=> (1) cpd00033[c0] + (1) cpd00084[c0]	(1) H2O[c0] + (1) Cys-Gly[c0] <=> (1) Glycine[c0] + (1) L-Cysteine[c0]	((fig|1185660.4.peg.3572 or fig|1185660.4.peg.1672) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn10094_c0	S-adenosylmethione:2-demethylmenaquinone methyltransferase_c0	(1) cpd00017[c0] + (1) cpd15352[c0] => (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd15500[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) 2-Demethylmenaquinone 8[c0] => (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) Menaquinone 8[c0]	fig|1185660.4.peg.668
rxn03167_c0	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)_c0	(3) cpd00001[c0] + (1) cpd02978[c0] => (3) cpd00009[c0] + (3) cpd00067[c0] + (1) cpd02961[c0]	(3) H2O[c0] + (1) 7,8-Dihydroneopterin 3'-triphosphate[c0] => (3) Phosphate[c0] + (3) H+[c0] + (1) Dihydroneopterin[c0]	fig|1185660.4.peg.1832
rxn00640_c0	GDP:D-mannose-1-phosphate guanylyltransferase_c0	(1) cpd00031[c0] + (1) cpd00485[c0] <=> (1) cpd00009[c0] + (1) cpd00083[c0]	(1) GDP[c0] + (1) D-Mannose1-phosphate[c0] <=> (1) Phosphate[c0] + (1) GDP-mannose[c0]	(fig|1185660.4.peg.3417 or fig|1185660.4.peg.3417)
rxn01103_c0	3-Phospho-D-glyceroyl phosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00203[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00169[c0]	(1) H2O[c0] + (1) 1,3-Bisphospho-D-glycerate[c0] => (1) Phosphate[c0] + (1) H+[c0] + (1) 3-Phosphoglycerate[c0]	fig|1185660.4.peg.966
rxn05357_c0	Hexanoyl-[acyl-carrier protein]:oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0	(1) cpd00006[c0] + (1) cpd11472[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11473[c0]	(1) NADP[c0] + (1) Hexanoyl-ACP[c0] <= (1) NADPH[c0] + (1) H+[c0] + (1) (2E)-Hexenoyl-[acp][c0]	fig|1185660.4.peg.375
rxn00515_c0	ATP:IDP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00090[c0] <=> (1) cpd00008[c0] + (1) cpd00068[c0]	(1) ATP[c0] + (1) IDP[c0] <=> (1) ADP[c0] + (1) ITP[c0]	fig|1185660.4.peg.2232
rxn08846_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)_c0	(1) cpd00001[c0] + (1) cpd15344[c0] <=> (1) cpd00067[c0] + (1) cpd02090[c0] + (1) cpd03847[c0]	(1) H2O[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl[c0] <=> (1) H+[c0] + (1) Glycerophosphoglycerol[c0] + (1) Myristic acid[c0]	fig|1185660.4.peg.477
rxn05397_c0	11-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11533[c0] <=> (1) cpd00006[c0] + (1) cpd11534[c0]	(1) NADPH[c0] + (1) H+[c0] + (1) 11-methyl-3-oxo-dodecanoyl-ACP[c0] <=> (1) NADP[c0] + (1) 11-methyl-3-hydroxy-dodecanoyl-ACP[c0]	(fig|1185660.4.peg.1112 or fig|1185660.4.peg.3753 or fig|1185660.4.peg.3578 or fig|1185660.4.peg.401 or fig|1185660.4.peg.409 or fig|1185660.4.peg.4522 or fig|1185660.4.peg.1143)
rxn03005_c0	R04326_c0	(2) cpd00067[c0] + (1) cpd00087[c0] + (1) cpd02678[c0] <=> (1) cpd00001[c0] + (1) cpd00347[c0] + (1) cpd02394[c0]	(2) H+[c0] + (1) Tetrahydrofolate[c0] + (1) N-Formyl-GAR[c0] <=> (1) H2O[c0] + (1) 5-10-Methenyltetrahydrofolate[c0] + (1) GAR[c0]	fig|1185660.4.peg.3174
rxn05012_c0	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase_c0	(1) cpd00146[c0] + (1) cpd00342[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11209[c0]	(1) Carbamoylphosphate[c0] + (1) N-Acetylornithine[c0] => (1) Phosphate[c0] + (1) H+[c0] + (1) N-Acetyl-L-citrulline[c0]	(fig|1185660.4.peg.2008 or fig|1185660.4.peg.3200)
rxn03437_c0	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0	(1) cpd02535[c0] => (1) cpd00001[c0] + (1) cpd00508[c0]	(1) 2,3-Dihydroxy-3-methylvalerate[c0] => (1) H2O[c0] + (1) 3MOP[c0]	fig|1185660.4.peg.392
rxn01353_c0	ATP:dGDP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00295[c0] <=> (1) cpd00008[c0] + (1) cpd00241[c0]	(1) ATP[c0] + (1) dGDP[c0] <=> (1) ADP[c0] + (1) dGTP[c0]	fig|1185660.4.peg.2232
rxn10235_c0	isopentadecanoyl-phosphatidylserine decarboxylase_c0	(2) cpd00067[c0] + (1) cpd15692[c0] <=> (1) cpd00011[c0] + (1) cpd15698[c0]	(2) H+[c0] + (1) Diisopentadecanoylphosphatidylserine[c0] <=> (1) CO2[c0] + (1) Diisopentadecanoylphosphatidylethanolamine[c0]	fig|1185660.4.peg.2635
rxn12633_c0	RXN0-6975.c_c0	(1) cpd00001[c0] + (1) cpd11593[c0] <=> (1) cpd00035[c0] + (1) cpd00041[c0]	(1) H2O[c0] + (1) ala-L-asp-L[c0] <=> (1) L-Alanine[c0] + (1) L-Aspartate[c0]	((fig|1185660.4.peg.3572 or fig|1185660.4.peg.1672) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn00882_c0	1D-myo-Inositol 4-phosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd02230[c0] => (1) cpd00009[c0] + (1) cpd00121[c0]	(1) H2O[c0] + (1) Inositol 4-phosphate[c0] => (1) Phosphate[c0] + (1) L-Inositol[c0]	fig|1185660.4.peg.2036
rxn03244_c0	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd03118[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd03119[c0]	(1) NAD[c0] + (1) (S)-Hydroxydecanoyl-CoA[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) 3-Oxodecanoyl-CoA[c0]	((fig|1185660.4.peg.1538 and (fig|1185660.4.peg.1548 or fig|1185660.4.peg.2234)) or (fig|1185660.4.peg.2234 or fig|1185660.4.peg.1548))
rxn04724_c0	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)_c0	(1) cpd00004[c0] + (1) cpd00007[c0] + (2) cpd00067[c0] + (1) cpd09791[c0] => (1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00011[c0] + (1) cpd01871[c0]	(1) NADH[c0] + (1) O2[c0] + (2) H+[c0] + (1) 3-Methylsalicylate[c0] => (1) H2O[c0] + (1) NAD[c0] + (1) CO2[c0] + (1) 3-Methylcatechol[c0]	(fig|1185660.4.peg.2440 or fig|1185660.4.peg.1705)
rxn04139_c0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd03448[c0] => (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd03449[c0]	(1) NADPH[c0] + (1) O2[c0] + (1) H+[c0] + (1) 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c0] => (1) H2O[c0] + (1) NADP[c0] + (1) 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone[c0]	(fig|1185660.4.peg.459 or fig|1185660.4.peg.902)
rxn00616_c0	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase_c0	(1) cpd00015[c0] + (1) cpd00067[c0] + (1) cpd00080[c0] <=> (1) cpd00095[c0] + (1) cpd00982[c0]	(1) FAD[c0] + (1) H+[c0] + (1) Glycerol-3-phosphate[c0] <=> (1) Glycerone-phosphate[c0] + (1) FADH2[c0]	fig|1185660.4.peg.640
rxn00552_c0	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)_c0	(1) cpd00001[c0] + (1) cpd00288[c0] => (1) cpd00013[c0] + (1) cpd00072[c0]	(1) H2O[c0] + (1) D-Glucosamine phosphate[c0] => (1) NH3[c0] + (1) D-fructose-6-phosphate[c0]	fig|1185660.4.peg.746
rxn01639_c0	N-Formimino-L-glutamate formiminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00344[c0] <= (1) cpd00023[c0] + (1) cpd00378[c0]	(1) H2O[c0] + (1) N-Formimino-L-glutamate[c0] <= (1) L-Glutamate[c0] + (1) Formamide[c0]	fig|1185660.4.peg.495
rxn05409_c0	2-methylpropionyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11545[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11546[c0]	(1) Malonyl-acyl-carrierprotein-[c0] + (1) isobutyryl-ACP[c0] => (1) CO2[c0] + (1) ACP[c0] + (1) 4-methyl-3-oxo-pentanoyl-ACP[c0]	((fig|1185660.4.peg.1140 or fig|1185660.4.peg.2283) and fig|1185660.4.peg.1145)
rxn06723_c0	(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase_c0	(1) cpd02835[c0] + (1) cpd11493[c0] <= (1) cpd03584[c0] + (1) cpd11484[c0]	(1) UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine[c0] + (1) ACP[c0] <= (1) UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine[c0] + (1) HMA[c0]	fig|1185660.4.peg.1653
rxn00313_c0	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)_c0	(1) cpd00067[c0] + (1) cpd00516[c0] => (1) cpd00011[c0] + (1) cpd00039[c0]	(1) H+[c0] + (1) meso-2,6-Diaminopimelate[c0] => (1) CO2[c0] + (1) L-Lysine[c0]	fig|1185660.4.peg.3122
rxn02949_c0	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase_c0	(1) cpd00001[c0] + (1) cpd02187[c0] <=> (1) cpd03572[c0]	(1) H2O[c0] + (1) Methacrylyl-CoA[c0] <=> (1) (S)-3-Hydroxyisobutyryl-CoA[c0]	(fig|1185660.4.peg.1538 or (fig|1185660.4.peg.912 or fig|1185660.4.peg.1548 or fig|1185660.4.peg.1440 or fig|1185660.4.peg.2234 or fig|1185660.4.peg.2984))
rxn00735_c0	(2R,3S)-3-methylmalate:NAD+ oxidoreductase_c0	(1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00094[c0] <=> (1) cpd00003[c0] + (1) cpd03593[c0]	(1) NADH[c0] + (1) CO2[c0] + (1) 2-Oxobutyrate[c0] <=> (1) NAD[c0] + (1) D-erythro-3-Methylmalate[c0]	fig|1185660.4.peg.3285
rxn04278_c0	3-Isopropylbut-3-enoyl-CoA thioesterase_c0	(1) cpd00001[c0] + (1) cpd08746[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd08747[c0]	(1) H2O[c0] + (1) 3-Isopropylbut-3-enoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) 3-Isopropylbut-3-enoic acid[c0]	fig|1185660.4.peg.769
rxn00775_c0	ADP-ribose ribophosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00251[c0] => (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd00101[c0]	(1) H2O[c0] + (1) ADPribose[c0] => (1) AMP[c0] + (2) H+[c0] + (1) ribose-5-phosphate[c0]	(fig|1185660.4.peg.941 or fig|1185660.4.peg.705)
rxn02680_c0	Octanoyl-CoA:acetyl-CoA C-acyltransferase_c0	(1) cpd00022[c0] + (1) cpd01335[c0] <=> (1) cpd00010[c0] + (1) cpd03119[c0]	(1) Acetyl-CoA[c0] + (1) Octanoyl-CoA[c0] <=> (1) CoA[c0] + (1) 3-Oxodecanoyl-CoA[c0]	(fig|1185660.4.peg.193 or fig|1185660.4.peg.1581 or fig|1185660.4.peg.2235)
rxn05405_c0	15-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11541[c0] <=> (1) cpd00006[c0] + (1) cpd11542[c0]	(1) NADPH[c0] + (1) H+[c0] + (1) 15-methyl-3-oxo-hexa-decanoyl-ACP[c0] <=> (1) NADP[c0] + (1) 15-methyl-3-hydroxy-hexa-decanoyl-ACP[c0]	(fig|1185660.4.peg.3753 or fig|1185660.4.peg.1112 or fig|1185660.4.peg.401 or fig|1185660.4.peg.409 or fig|1185660.4.peg.4522 or fig|1185660.4.peg.1143 or fig|1185660.4.peg.3578)
rxn10571_c0	Mg2+-importing ATPase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00254[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00254[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) Mg[e0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) Mg[c0]	Unknown
rxn05363_c0	4-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11499[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11500[c0]	(1) Malonyl-acyl-carrierprotein-[c0] + (1) 4-methyl-hexanoyl-ACP[c0] => (1) CO2[c0] + (1) ACP[c0] + (1) 6-methyl-3-oxo-octanoyl-ACP[c0]	((fig|1185660.4.peg.2283 or fig|1185660.4.peg.1140) and fig|1185660.4.peg.1145)
rxn00804_c0	L-leucine:NAD+ oxidoreductase (deaminating)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00107[c0] <=> (1) cpd00004[c0] + (1) cpd00013[c0] + (1) cpd00067[c0] + (1) cpd00200[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) L-Leucine[c0] <=> (1) NADH[c0] + (1) NH3[c0] + (1) H+[c0] + (1) 4MOP[c0]	fig|1185660.4.peg.1583
rxn00196_c0	2,5-dioxopentanoate:NADP+ 5-oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00340[c0] => (1) cpd00005[c0] + (1) cpd00024[c0] + (2) cpd00067[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) 2,5-Dioxopentanoate[c0] => (1) NADPH[c0] + (1) 2-Oxoglutarate[c0] + (2) H+[c0]	fig|1185660.4.peg.2464
rxn01192_c0	Protocatechuate:oxygen 3,4-oxidoreductase (decyclizing)_c0	(1) cpd00007[c0] + (1) cpd00197[c0] => (2) cpd00067[c0] + (1) cpd00856[c0]	(1) O2[c0] + (1) Protocatechuate[c0] => (2) H+[c0] + (1) 3-Carboxy-cis,cis-muconate[c0]	(fig|1185660.4.peg.711 or (fig|1185660.4.peg.907 or fig|1185660.4.peg.710))
rxn00505_c0	Isocitrate:NAD+ oxidoreductase (decarboxylating)_c0	(1) cpd00003[c0] + (1) cpd00260[c0] => (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00024[c0]	(1) NAD[c0] + (1) Isocitrate[c0] => (1) NADH[c0] + (1) CO2[c0] + (1) 2-Oxoglutarate[c0]	fig|1185660.4.peg.1077
rxn04750_c0	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (4) cpd00067[c0] + (1) cpd09844[c0] <=> (1) cpd00004[c0] + (1) cpd01507[c0]	(1) NAD[c0] + (4) H+[c0] + (1) (3S)-3-Hydroxyadipyl-CoA[c0] <=> (1) NADH[c0] + (1) 3-Oxoadipyl-CoA[c0]	((fig|1185660.4.peg.1538 and (fig|1185660.4.peg.1548 or fig|1185660.4.peg.2234)) or (fig|1185660.4.peg.1548 or fig|1185660.4.peg.2234))
rxn08647_c0	ATP:(R)-glycerate 2-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00223[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00482[c0]	(1) ATP[c0] + (1) Glycerate[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) 2-Phospho-D-glycerate[c0]	fig|1185660.4.peg.1376
rxn11040_c0	RXN-3341.c_c0	(1) cpd00003[c0] + (1) cpd00284[c0] <=> (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00171[c0]	(1) NAD[c0] + (1) 6-Phospho-D-gluconate[c0] <=> (1) NADH[c0] + (1) CO2[c0] + (1) D-Ribulose5-phosphate[c0]	fig|1185660.4.peg.715
rxn03842_c0	Ureidoglycine aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd01419[c0] <=> (1) cpd00013[c0] + (1) cpd00465[c0]	(1) H2O[c0] + (1) Ureidoglycine[c0] <=> (1) NH3[c0] + (1) Ureidoglycolate[c0]	fig|1185660.4.peg.2408
rxn10168_c0	K(+)-importing ATPase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00205[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00205[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) K+[e0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) K+[c0]	(fig|1185660.4.peg.786 or fig|1185660.4.peg.785 or fig|1185660.4.peg.787)
rxn05610_c0	D-mannose transport via PEP:Pyr PTS_c0	(1) cpd00061[c0] + (1) cpd00138[e0] <=> (1) cpd00020[c0] + (1) cpd00235[c0]	(1) Phosphoenolpyruvate[c0] + (1) D-Mannose[e0] <=> (1) Pyruvate[c0] + (1) D-mannose-6-phosphate[c0]	(Unknown and Unknown and Unknown and (fig|1185660.4.peg.2706 or fig|1185660.4.peg.2139) and fig|1185660.4.peg.2704)
rxn03366_c0	R04917_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd03365[c0] <=> (1) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd03366[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) 5-(2'-Formylethyl)-4,6-dihydroxypicolinate[c0] <=> (1) NADPH[c0] + (2) H+[c0] + (1) 5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate[c0]	fig|1185660.4.peg.2630
rxn02421_c0	CTP:N-methylethanolamine-phosphate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd00888[c0] <=> (1) cpd00012[c0] + (1) cpd02200[c0]	(1) CTP[c0] + (1) N-Methylethanolamine phosphate[c0] <=> (1) PPi[c0] + (1) CDP-N-methylethanolamine[c0]	fig|1185660.4.peg.1763
rxn10042_c0	F(1)-ATPase_c0	(1) cpd00008[c0] + (1) cpd00009[c0] + (4) cpd00067[e0] <=> (1) cpd00001[c0] + (1) cpd00002[c0] + (3) cpd00067[c0]	(1) ADP[c0] + (1) Phosphate[c0] + (4) H+[e0] <=> (1) H2O[c0] + (1) ATP[c0] + (3) H+[c0]	(fig|1185660.4.peg.3724 and Unknown and fig|1185660.4.peg.3721 and fig|1185660.4.peg.3725 and fig|1185660.4.peg.3723 and fig|1185660.4.peg.3722 and Unknown and Unknown and Unknown)
rxn08803_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15313[c0] <=> (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd01741[c0]	(1) H2O[c0] + (1) 1-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl[c0] <=> (1) H+[c0] + (1) Glycerophosphoethanolamine[c0] + (1) ddca[c0]	fig|1185660.4.peg.477
rxn01053_c0	(S)-lactaldehyde:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00334[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd00159[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) L-Lactaldehyde[c0] <=> (1) NADH[c0] + (2) H+[c0] + (1) L-Lactate[c0]	fig|1185660.4.peg.1853
rxn02312_c0	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase_c0	(1) cpd00017[c0] + (1) cpd00800[c0] <=> (1) cpd00764[c0] + (1) cpd02701[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) 8-Amino-7-oxononanoate[c0] <=> (1) 7-8-Diaminononanoate[c0] + (1) S-Adenosyl-4-methylthio-2-oxobutanoate[c0]	(fig|1185660.4.peg.4342 or fig|1185660.4.peg.2795)
rxn02895_c0	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00033[c0] + (1) cpd01982[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd02394[c0]	(1) ATP[c0] + (1) Glycine[c0] + (1) 5-Phosphoribosylamine[c0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) GAR[c0]	fig|1185660.4.peg.493
rxn01066_c0	cholesterol ester acylhydrolase_c0	(1) cpd00001[c0] + (1) cpd01664[c0] <=> (1) cpd00049[c0] + (1) cpd00067[c0] + (1) cpd00160[c0]	(1) H2O[c0] + (1) Cholesterol ester[c0] <=> (1) Carboxylic acid[c0] + (1) H+[c0] + (1) Cholesterol[c0]	(fig|1185660.4.peg.4088 or fig|1185660.4.peg.916 or fig|1185660.4.peg.528)
rxn02934_c0	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase_c0	(1) cpd02691[c0] <=> (1) cpd00001[c0] + (1) cpd02125[c0]	(1) 2-methyl-3-hydroxy-butyryl-CoA[c0] <=> (1) H2O[c0] + (1) Tiglyl-CoA[c0]	((fig|1185660.4.peg.912 or fig|1185660.4.peg.2984 or fig|1185660.4.peg.1548 or fig|1185660.4.peg.1440 or fig|1185660.4.peg.2234) or fig|1185660.4.peg.1538)
rxn08089_c0	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)_c0	(1) cpd00067[c0] + (1) cpd11825[c0] + (1) cpd15328[c0] => (1) cpd11493[c0] + (1) cpd15527[c0]	(1) H+[c0] + (1) Octadecenoyl-ACP[c0] + (1) 1-octadec-11-enoyl-sn-glycerol 3-phosphate[c0] => (1) ACP[c0] + (1) 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c0]	(fig|1185660.4.peg.502 or fig|1185660.4.peg.176 or fig|1185660.4.peg.487)
rxn07688_c0	R07898_c0	(1) cpd00003[c0] + (1) cpd15053[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd15054[c0]	(1) NAD[c0] + (1) 3-Hydroxy-OPC4-CoA[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) 3-Oxo-OPC4-CoA[c0]	(fig|1185660.4.peg.2234 or fig|1185660.4.peg.1548)
rxn00189_c0	L-Glutamine amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00053[c0] => (1) cpd00013[c0] + (1) cpd00023[c0]	(1) H2O[c0] + (1) L-Glutamine[c0] => (1) NH3[c0] + (1) L-Glutamate[c0]	fig|1185660.4.peg.4569
