"rpfCGH_mean"	"Void_mean"	"theta"	"prob"	"log2FC"
"fig|1185660.4.peg.3165"	30	104.5	-1.12336754687055	0.99420617884741	-1.80046853647236
"xanmn_unk09_0023"	2.5	20	-1.17745798223917	0.994189614996863	-3
"fig|1185660.4.peg.1961"	4.5	60.5	-1.17687689897061	0.994140036362651	-3.74893823583228
"xanmn_chr06_5016"	8.5	36.5	-0.983724934604284	0.994121826809545	-2.10236171762968
"fig|1185660.4.peg.4013"	43.5	183	-0.983439968659191	0.994097847048415	-2.07275634243531
"fig|1185660.4.peg.4488"	4.5	20.5	-0.982602005194452	0.994027452199702	-2.18762700317577
"fig|1185660.4.peg.3735"	647	1122	-1.17533163508877	0.994009771260875	-0.794235058616285
"fig|1185660.4.peg.1588"	30.5	136	-1.12535828343748	0.993979972843946	-2.15672550368745
"fig|1185660.4.peg.872"	31	122.5	-1.17377644003662	0.993883298079322	-1.9824416286157
"fig|1185660.4.peg.3726"	457	913	-0.980633096799703	0.993831494090543	-0.998420694926152
"fig|1185660.4.peg.1299"	110.5	303	-1.17274351270465	0.993802060988482	-1.45527142408152
"fig|1185660.4.peg.1931"	3.5	22.5	-0.980274566167116	0.993794919967759	-2.68449817427207
"fig|1185660.4.peg.3092"	3.5	22.5	-0.980274566167116	0.993794919967759	-2.68449817427207
"fig|1185660.4.peg.4555"	3.5	22.5	-0.980274566167116	0.993794919967759	-2.68449817427207
"fig|1185660.4.peg.2218"	4	23	-0.980193127347346	0.993786617865385	-2.52356195605701
"fig|1185660.4.peg.507"	5.5	35.5	-1.12722867365004	0.993766334140028	-2.69031550086738
"fig|1185660.4.peg.3761"	16.5	99.5	-1.17191043810256	0.993736705831694	-2.5922305011852
"fig|1185660.4.peg.1524"	4.5	32	-0.979644320180845	0.993730724563014	-2.83007499855769
"xanmn_chr02_0213"	27	93.5	-0.978900561203013	0.993642834067075	-1.79200695772417
"xanmn_chr03_0918"	18.5	55	-0.978881555586224	0.993640525653628	-1.57190634789571
"fig|1185660.4.peg.3045"	79	207.5	-1.12852019991767	0.993624906259189	-1.39318677805718
"fig|1185660.4.peg.3812"	192	371.5	-1.16995731933908	0.993592961087418	-0.95225589981744
"fig|1185660.4.peg.4511"	37.5	127	-1.16994249946922	0.993591877195452	-1.75986599627629
"fig|1185660.4.peg.932"	16.5	57	-1.16966273812792	0.993571424118759	-1.78849589480629
"fig|1185660.4.peg.4229"	38	132	-0.978199843987885	0.99355781432296	-1.79646660591487
"fig|1185660.4.peg.3083"	66	211.5	-1.16937692214793	0.99355054414941	-1.6801197337615
"fig|1185660.4.peg.4038"	7.5	50.5	-0.976810076985809	0.993389730328189	-2.75132088714328
"fig|1185660.4.peg.3005"	585.5	1132	-1.16672017918893	0.993365500497534	-0.951132882330667
"fig|1185660.4.peg.3841"	22	89.5	-0.9765771041741	0.99335896639059	-2.02438415862696
"fig|1185660.4.peg.3341"	13.5	57	-1.1665348963396	0.993352734872348	-2.07800251200127
"fig|1185660.4.peg.2281"	39	231	-1.13111653938316	0.99335029940005	-2.56634682255381
"fig|1185660.4.peg.134"	8	60	-1.16519231395429	0.993264146199505	-2.90689059560852
"xanmn_chr15_0373"	3	10	-1.16509218128046	0.993257633592929	-1.73696559416621
"fig|1185660.4.peg.1494"	8	47.5	-1.13223150155433	0.993238154836298	-2.56985560833095
"fig|1185660.4.peg.2099"	14	49	-1.13223931909344	0.993237367438862	-1.8073549220576
"fig|1185660.4.peg.813"	493	861	-0.975024853451647	0.993145275131379	-0.804425591018933
"fig|1185660.4.peg.1926"	89	289	-1.16308365108989	0.993128807387799	-1.69919225153428
"fig|1185660.4.peg.1709"	24	106.5	-1.13387249637783	0.993087409973953	-2.14974711950468
"fig|1185660.4.peg.3902"	33	106	-1.13443167364447	0.993038505162893	-1.68352633520475
"xanmn_chr12_0039"	51.5	154.5	-1.16112853808553	0.993010515660399	-1.58496250072116
"fig|1185660.4.peg.3217"	6021	16252.5	-1.16077013493121	0.992988896514462	-1.43258663161842
"fig|1185660.4.peg.4237"	314	506	-0.973866664801561	0.992985135027603	-0.688372825802683
"fig|1185660.4.peg.4179"	34.5	105	-0.973623572053291	0.992947540339973	-1.60572106088795
"fig|1185660.4.peg.355"	2	25	-1.15942737260454	0.992913928725354	-3.64385618977472
"fig|1185660.4.peg.3649"	95.5	241	-1.15859792966032	0.99286808757216	-1.33546050819421
"fig|1185660.4.peg.1011"	4674.5	9386	-1.13727992496478	0.992820943275272	-1.00569840255262
"xanmn_chr13_0256"	73	207.5	-1.13794367543199	0.992775117997986	-1.50714296735427
"fig|1185660.4.peg.3497"	253	687	-1.13880823868533	0.992723778312157	-1.44117271412379
"fig|1185660.4.peg.1530"	21.5	74.5	-1.15512780342237	0.992697709858554	-1.79290376576006
"fig|1185660.4.peg.2856"	387.5	718	-1.15477527549282	0.992683965416803	-0.889787533661452
"fig|1185660.4.peg.2037"	571.5	1004	-1.1543024445547	0.992666135453484	-0.812933865736294
"fig|1185660.4.peg.1671"	151	1019	-1.15333656292982	0.992629780493429	-2.75453359684073
"fig|1185660.4.peg.1839"	289.5	55.5	1.32632690300976	0.992624393506324	2.38300367163913
"fig|1185660.4.peg.3104"	213.5	651.5	-1.1529582726324	0.992615566586404	-1.60952910894764
"fig|1185660.4.peg.2260"	8	99.5	-1.15054034208677	0.992546408772594	-3.63662462054365
"fig|1185660.4.peg.1959"	7.5	92.5	-1.14334621645213	0.992540733302978	-3.62449086490779
"fig|1185660.4.peg.4210"	47	161	-1.14370926257304	0.992529958545513	-1.77632802643698
"xanmn_chr03_0965"	68	267.5	-1.14947009136319	0.992520150478913	-1.97593224003817
"fig|1185660.4.peg.122"	6.5	37	-1.14467918681658	0.99251640918272	-2.50901364748786
"xanmn_chr03_0297"	11.5	52.5	-0.96839167906765	0.992103611601334	-2.19068356160911
"xanmn_chr03_0245"	7.5	25	-0.967377841901675	0.991922429134275	-1.73696559416621
"fig|1185660.4.peg.4226"	66	196.5	-0.966877885254573	0.991833163782326	-1.57399138290015
"xanmn_chr11_0200"	3	20.5	-0.966797776248579	0.991818873760381	-2.77258950389693
"fig|1185660.4.peg.135"	7	36.5	-0.966773534245738	0.991814550132605	-2.38246963682241
"xanmn_chr09_5004"	35.5	152	-0.966533919052998	0.991771831950032	-2.0981803939389
"fig|1185660.4.peg.4464"	380.5	720.5	-0.966091046250071	0.991692962568192	-0.921101976671202
"fig|1185660.4.peg.3178"	71	181	-0.965731060515883	0.991628935550735	-1.35009876757852
"fig|1185660.4.peg.1017"	3142.5	5680.5	-0.962266336962049	0.990979500845329	-0.854105177297705
"fig|1185660.4.peg.1219"	9	42	-0.957714040522777	0.990112457825931	-2.22239242133645
"fig|1185660.4.peg.1279"	30.5	111	-0.957533223824192	0.99007816533376	-1.86367852878722
"fig|1185660.4.peg.2496"	69	211	-0.956340379249035	0.989855995943066	-1.61257473192902
"xanmn_chr03_0232"	50.5	119	-0.826210261087062	0.989789704681552	-1.23660628055615
"xanmn_chr06_0504"	60	178.5	-0.826098860504786	0.98978902461309	-1.57288966842058
"fig|1185660.4.peg.4075"	16	46	-0.824874298882754	0.989781570254475	-1.52356195605701
"xanmn_chr03_0143"	24	74	-0.824687812279339	0.989780438446598	-1.62449086490779
"fig|1185660.4.peg.3106"	22.5	73	-0.824139341831716	0.989777114912861	-1.69797146255034
"fig|1185660.4.peg.2786"	841.5	1178	-0.82853536539111	0.989764589401829	-0.485304362500512
"fig|1185660.4.peg.1684"	35	82	-0.828911770780858	0.989760403137711	-1.22826898767312
"xanmn_chr02_0275"	12.5	36.5	-0.821857635539857	0.989740485876361	-1.54596836910529
"fig|1185660.4.peg.3973"	5	19.5	-0.829740902436565	0.989738987173339	-1.96347412397489
"fig|1185660.4.peg.2601"	583	1058.5	-0.830028034224812	0.989730839030347	-0.860453480807093
"fig|1185660.4.peg.652"	102.5	221	-0.820871474072135	0.989720565489255	-1.10842245988599
"fig|1185660.4.peg.1519"	197	370	-0.830449570122197	0.98971885888731	-0.909329641059936
"fig|1185660.4.peg.3972"	2	16	-0.830463200152983	0.989718471162504	-3
"xanmn_chr15_0347"	9.5	43.5	-0.83095050841374	0.9897045943209	-2.19501598240514
"xanmn_chr05_0020"	84	169	-0.831147683695853	0.989698971319909	-1.00856201350342
"fig|1185660.4.peg.4409"	448	683.5	-0.831471983711175	0.989689712787596	-0.609442605548456
"fig|1185660.4.peg.1593"	52.5	137.5	-0.831628185480921	0.98968524879869	-1.3890422907459
"fig|1185660.4.peg.2662"	52.5	137.5	-0.831628185480921	0.98968524879869	-1.3890422907459
"fig|1185660.4.peg.2644"	24	82.5	-0.818308293733549	0.9896392500158	-1.78135971352466
"fig|1185660.4.peg.2217"	2	10.5	-0.818069973538413	0.989631499356889	-2.39231742277876
"fig|1185660.4.peg.1539"	6	44.5	-0.833130475030785	0.989614845079565	-2.89077093024524
"fig|1185660.4.peg.2120"	27	64	-0.833182703897079	0.989612251509006	-1.24511249783653
"fig|1185660.4.peg.1986"	16	44	-0.83377976362192	0.989582562205908	-1.4594316186373
"fig|1185660.4.peg.1777"	840	1694.5	-0.816931793021084	0.989582006912379	-1.01239840381787
"fig|1185660.4.peg.1940"	3	7	-0.816525460106849	0.989563524474711	-1.22239242133645
"fig|1185660.4.peg.4522"	2.5	11	-0.815654708411583	0.989524025841813	-2.13750352374994
"fig|1185660.4.peg.719"	78	162	-0.815509140679607	0.989517437034855	-1.05444778402238
"fig|1185660.4.peg.988"	3282.5	5508.5	-0.835018610066548	0.989511761288156	-0.746864506012944
"fig|1185660.4.peg.441"	12	35.5	-0.835131281312454	0.989503675534586	-1.56478461878353
"fig|1185660.4.peg.1209"	29	82.5	-0.814499033414259	0.989465301443816	-1.50834121911824
"fig|1185660.4.peg.4521"	1.5	8	-0.835932369811181	0.989446075817414	-2.41503749927884
"fig|1185660.4.peg.1954"	2.5	13	-0.836263186616946	0.989422232917135	-2.37851162325373
"fig|1185660.4.peg.587"	29	78	-0.813640811911608	0.989417383860166	-1.42742122373468
"fig|1185660.4.peg.1280"	12.5	45.5	-0.81357259730653	0.989413582776185	-1.86393845042397
"fig|1185660.4.peg.2128"	16	40.5	-0.813448380121371	0.98940666395334	-1.33985000288462
"xanmn_chr14_0066"	12.5	33	-0.813203254701433	0.989393021441485	-1.40053792958373
"xanmn_chr02_0219"	156.5	395	-0.953785967232465	0.989391250273243	-1.33568999613185
"fig|1185660.4.peg.616"	13.5	42.5	-0.836737032675717	0.989388023696854	-1.65450343397423
"xanmn_chr03_0463"	5.5	30	-0.813092776067001	0.989386877421097	-2.44745897697122
"fig|1185660.4.peg.738"	4	12.5	-0.812905592427617	0.98937647427339	-1.64385618977472
"fig|1185660.4.peg.3093"	10	29.5	-0.812604670911947	0.989359767394647	-1.56071495447448
"MFS_transporter"	3	11.5	-0.837341155515413	0.989344310160076	-1.93859945533586
"fig|1185660.4.peg.3886"	3	11.5	-0.837341155515413	0.989344310160076	-1.93859945533586
"fig|1185660.4.peg.4026"	104	236	-0.811124768796511	0.989264734221809	-1.18220333122075
"fig|1185660.4.peg.1951"	2.5	10.5	-0.811106248971773	0.989263508007964	-2.0703893278914
"fig|1185660.4.peg.4271"	248	424.5	-0.810341318581701	0.989212946727604	-0.775424433166163
"fabG2_"	17	80	-0.838950088132967	0.98919366837174	-2.23446525363702
"fig|1185660.4.peg.1478"	126	258	-0.809889224120792	0.989183141876768	-1.03394733192334
"fig|1185660.4.peg.4424"	9	36.5	-0.809548717599452	0.989160731833299	-2.0198995574377
"fig|1185660.4.peg.2862"	17.5	61	-0.8403253416797	0.989059464895383	-1.80145432061792
"fig|1185660.4.peg.3416"	518.5	942.5	-0.951802679904391	0.989045446559433	-0.862148629342801
"fig|1185660.4.peg.1555"	197	359.5	-0.84073292546652	0.989010362162606	-0.867796140982921
"fig|1185660.4.peg.4466"	53	117	-0.841038163854078	0.988973534658046	-1.14244426502021
"pqqD"	5	38	-0.841507631084367	0.988916801183267	-2.92599941855622
"fig|1185660.4.peg.3311"	2	6	-0.804942240110644	0.988792477041077	-1.58496250072116
"fig|1185660.4.peg.917"	83.5	190.5	-0.804669934598071	0.988769262624816	-1.18994289501927
"fig|1185660.4.peg.360"	5	21	-0.949010125435468	0.988600059462899	-2.0703893278914
"fig|1185660.4.peg.3535"	9	39	-0.947709222961252	0.988415773252075	-2.11547721741994
"xanmn_chr03_0977"	13.5	48.5	-0.800226655879437	0.98834281703522	-1.84502534002366
"xanmn_chr15_0349"	1.75	12	-0.799978982950292	0.988316775104507	-2.77760757866355
"xanmn_chr15_0173"	15	98.5	-0.946832031206992	0.988293754841904	-2.71516122384786
"xanmn_chr03_0456"	283	666.5	-0.84615269686133	0.988273562709014	-1.23580282225709
"xanmn_chr03_0729"	19.5	50.5	-0.846674037849393	0.988187386410373	-1.37280926388955
"fig|1185660.4.peg.4420"	71	176.5	-0.944889008704402	0.988048826838314	-1.3137772537665
"xanmn_chr10_0311"	300	483	-0.797036380131515	0.987995093537179	-0.687060688339892
"xanmn_chr15_0095"	7	36	-0.944386099758144	0.987989663084845	-2.36257007938471
"fig|1185660.4.peg.2873"	1476	1912	-0.943963075928739	0.98793997478493	-0.373389801920353
"fig|1185660.4.peg.3927"	4	18.5	-0.848902358671787	0.987810550844782	-2.20945336562895
"xanmn_chr03_0938"	1	3.5	-0.94235473067993	0.987775177476993	-1.8073549220576
"fig|1185660.4.peg.2287"	49.5	179	-0.849553517292136	0.987690165032595	-1.85445915718465
"fig|1185660.4.peg.1247"	3	17	-0.94112365021022	0.987662585837893	-2.50250034052918
"fig|1185660.4.peg.2323"	14	48	-0.941076013239685	0.987658238510653	-1.77760757866355
"xanmn_chr05_0268"	2.5	21	-0.94069570494785	0.987623556894155	-3.0703893278914
"fig|1185660.4.peg.352"	16.5	63.5	-0.940645364374786	0.987618969510422	-1.94429056741371
"xanmn_chr01_0098"	0.5	3.5	-0.793807580946639	0.987605761810389	-2.8073549220576
"fig|1185660.4.peg.2936"	13.5	63.5	-0.793540112820393	0.987572257277493	-2.2337971846087
"xanmn_chr13_0302"	0.5	7.25	-0.939850205643511	0.987561140688827	-3.85798099512757
"fig|1185660.4.peg.34"	10	43	-0.792857334969429	0.98748690542249	-2.10433665981474
"fig|1185660.4.peg.3531"	43	132.5	-0.936790546600535	0.987372886129168	-1.62358379474846
"fig|1185660.4.peg.3798"	10	65	-0.934346810410676	0.987273079234725	-2.70043971814109
"xanmn_chr03_0311"	25	94.5	-0.932515595130432	0.987226008932587	-1.91838623444635
"fig|1185660.4.peg.1771"	276	451.5	-0.932286795318141	0.987220148744026	-0.710057720702689
"fig|1185660.4.peg.1392"	61	142.5	-0.93113576571644	0.987204666776121	-1.22408077148922
"fig|1185660.4.peg.2504"	79	208	-0.930955146371562	0.987202558028786	-1.39665896996399
"xanmn_chr15_0333"	1.5	9.5	-0.928925843649229	0.987183152566478	-2.66296501272243
"fig|1185660.4.peg.3598"	635	885.5	-0.928508002226067	0.987182392825478	-0.479735715092386
"fig|1185660.4.peg.2691"	107	228.5	-0.928473875506041	0.98718233082391	-1.09458336865692
"fig|1185660.4.peg.4542"	3398.5	6447.5	-0.922800296046565	0.987180060326988	-0.92384174519978
"fig|1185660.4.peg.1352"	4	16	-0.925515060321196	0.987179939778194	-2
"fig|1185660.4.peg.2403"	663.5	1426.5	-0.925881093139976	0.987179572057027	-1.10431137621153
"fig|1185660.4.peg.4558"	15.5	40	-0.922267150301842	0.987179185398132	-1.36773178450049
"fig|1185660.4.peg.888"	20	73.5	-0.922025102453109	0.987178788730126	-1.877744249949
"fig|1185660.4.peg.4148"	423.5	852	-0.852283732858272	0.987170711898117	-1.00849146089364
"fig|1185660.4.peg.3994"	248	463.5	-0.92019760837369	0.987168074915827	-0.902229218238656
"fig|1185660.4.peg.955"	49	145.5	-0.919915781122415	0.987164888829391	-1.57016549879308
"fig|1185660.4.peg.2072"	11.5	51.5	-0.919260881173129	0.987157497560826	-2.16293857112621
"fig|1185660.4.peg.3703"	82	229.5	-0.918307005711363	0.987146763045821	-1.48479833879572
"xanmn_chr13_0180"	9.5	32.5	-0.917289888213938	0.987122886282041	-1.77444029958487
"fig|1185660.4.peg.3567"	21.5	59	-0.916854013363473	0.987112105042124	-1.45637829465974
"fig|1185660.4.peg.2920"	51.5	151.5	-0.916721947643526	0.987108841789586	-1.55667345628973
"xanmn_chr03_0551"	17	57	-0.916680548015545	0.987107819154333	-1.7454271729144
"fig|1185660.4.peg.714"	17.5	71.5	-0.916081216688449	0.987093031873193	-2.03058831983342
"xanmn_chr10_0049"	21	71.5	-0.914210330881883	0.987024391171908	-1.76755391399963
"fig|1185660.4.peg.2286"	40	178	-0.914081229315853	0.987018818743845	-2.15380533607904
"xanmn_chr05_0178"	18.5	61	-0.789121776750658	0.986970962978378	-1.72128397193394
"fig|1185660.4.peg.1006"	3089	5438	-0.912211532419037	0.986928994851235	-0.815936280397122
"xanmn_chr03_0758"	206	432	-0.788763641243005	0.986918450270407	-1.06838697498025
"fig|1185660.4.peg.1151"	30	89	-0.85367104619524	0.986893995467502	-1.56884283535788
"xanmn_chr06_0262"	24	63.5	-0.788577915135955	0.986891249990674	-1.40372218605101
"fig|1185660.4.peg.1540"	8.5	48	-0.853870823892621	0.986854017224757	-2.49749965947082
"fig|1185660.4.peg.2065"	7	35.5	-0.91095918681665	0.986847650554559	-2.34239219744708
"fig|1185660.4.peg.983"	423	901	-0.910621611867564	0.986825787683417	-1.09086944269359
"fig|1185660.4.peg.3884"	10.5	44.5	-0.910286904500537	0.986804137192519	-2.08341600818764
"xanmn_chr15_0354"	0.75	4.5	-0.909732228550661	0.986765771164146	-2.58496250072116
"fig|1185660.4.peg.1946"	2	7	-0.787568749497486	0.986743839114677	-1.8073549220576
"fig|1185660.4.peg.1130"	66	159	-0.909218446578856	0.986721346366527	-1.2684888359259
"fig|1185660.4.peg.3947"	2	7.5	-0.786823762494087	0.986630390104169	-1.90689059560852
"fig|1185660.4.peg.1022"	3389	5968.5	-0.854973450192344	0.986626991865684	-0.816508762930899
"xanmn_chr06_0090"	3	24.5	-0.906935199197508	0.98652183573361	-3.02974734339405
"fig|1185660.4.peg.183"	24.5	97	-0.786070130434653	0.98651176614754	-1.98520299807192
"fig|1185660.4.peg.1741"	1.5	6	-0.785697116410715	0.986453197397777	-2
"xanmn_chr03_0928"	46.5	121	-0.785533045834595	0.986427466149322	-1.37970442616656
"fig|1185660.4.peg.984"	1084.5	1888	-0.856173158464682	0.986377040911996	-0.799828711689567
"fig|1185660.4.peg.1014"	3302	6202	-0.90526391856329	0.986338028434902	-0.909393405699364
"fig|1185660.4.peg.4492"	5.5	21	-0.856749898902837	0.986256443562032	-1.93288580414146
"fig|1185660.4.peg.1529"	90	169	-0.857748594969712	0.986047874740263	-0.909026339952509
"fig|1185660.4.peg.112"	5.5	36.5	-0.902143069575115	0.98595473699859	-2.73039294024272
"fig|1185660.4.peg.1388"	730.5	992.5	-0.858623641826809	0.985864575386343	-0.442182829226822
"fig|1185660.4.peg.3560"	5	18	-0.781739339794555	0.985809243307287	-1.84799690655495
"fig|1185660.4.peg.1952"	3	16	-0.859093682632332	0.985765844093685	-2.41503749927884
"fig|1185660.4.peg.531"	4.5	23.5	-0.900756189598938	0.985764830213134	-2.38466385023533
"fig|1185660.4.peg.1025"	1824.5	3504	-0.900633109304766	0.985747059477664	-0.941501624016692
"gst1"	52	140	-0.780639082530068	0.985618636474756	-1.42884329880387
"fig|1185660.4.peg.2498"	70.5	198.5	-0.898957548148399	0.985505952528094	-1.49344384474416
"fig|1185660.4.peg.4203"	23	65	-0.779960221615633	0.985500996507064	-1.49880585697144
"fig|1185660.4.peg.4088"	48	117	-0.898537213053652	0.985443839901772	-1.28540221886225
"fig|1185660.4.peg.640"	17	67.5	-0.86066866187705	0.98544153778602	-1.98935275580049
"fig|1185660.4.peg.428"	89	208.5	-0.779299042270106	0.985386756778842	-1.22817014247827
"fig|1185660.4.peg.2071"	8	55.5	-0.898033247932871	0.985365988611404	-2.79441586635011
"xanmn_chr03_0532"	9	39.5	-0.861487217543585	0.985274647369725	-2.13385574673479
"fig|1185660.4.peg.2867"	8	19.5	-0.777856800044591	0.98513280882004	-1.28540221886225
"fig|1185660.4.peg.3562"	3.5	10.5	-0.777533021443277	0.985075459197807	-1.58496250072116
"xanmn_chr15_0355"	2.25	21.5	-0.895617400066293	0.984994052501443	-3.25633975325979
"fig|1185660.4.peg.1948"	4	24.5	-0.895504364429356	0.984976466850619	-2.61470984411521
"fig|1185660.4.peg.1083"	855.5	1106	-0.77610916732456	0.984824222289532	-0.370511625745294
"fig|1185660.4.peg.1063"	56.5	162	-0.894165042540721	0.984768675496362	-1.51967104046944
"fig|1185660.4.peg.429"	21.5	59	-0.775778741313606	0.984765405735521	-1.45637829465974
"xanmn_chr14_0135"	17.5	42.5	-0.864185725203488	0.984752191399443	-1.28010791919274
"fig|1185660.4.peg.3969"	0.75	4.5	-0.775191554839973	0.984660986204783	-2.58496250072116
"xanmn_chr15_0339"	0.75	4.5	-0.775191554839973	0.984660986204783	-2.58496250072116
"fig|1185660.4.peg.1923"	33	79	-0.774883775892351	0.984606361516287	-1.25938662881865
"fig|1185660.4.peg.4435"	3	12.5	-0.774496751752007	0.98453777723957	-2.05889368905357
"fig|1185660.4.peg.1692"	2.5	15.5	-0.865359594176363	0.984533494104446	-2.63226821549951
"fig|1185660.4.peg.1154"	14.5	59	-0.865808129993187	0.984459572791002	-2.02466205423427
"fig|1185660.4.peg.3253"	6	19	-0.867018524715249	0.984259428102609	-1.66296501272243
"fig|1185660.4.peg.3964"	19.5	64	-0.867184787428976	0.984231859715063	-1.71459778113775
"fig|1185660.4.peg.172"	49.5	105	-0.772380457992628	0.984166726868559	-1.08488889758651
"xanmn_chr03_0377"	14	44.5	-0.772253610352506	0.9841447469553	-1.66837850890879
"fig|1185660.4.peg.2922"	28.5	84.5	-0.889920882277137	0.984142378038682	-1.56798942211744
"acsA_"	72	228.5	-0.889873231081748	0.984136153848513	-1.66612535361576
"PqqC"	4	21	-0.867917135629477	0.98411020790122	-2.39231742277876
"fig|1185660.4.peg.1930"	4	21	-0.867936081900006	0.984107055941265	-2.39231742277876
"fig|1185660.4.peg.1572"	4	15.5	-0.868238792615768	0.984062912511181	-1.95419631038688
"fig|1185660.4.peg.1428"	17.5	81.5	-0.888295521979672	0.98393071746225	-2.21944513728611
"accC1_"	13.5	46	-0.770890858066863	0.983909383503818	-1.76867445389354
"fig|1185660.4.peg.111"	25.5	77.5	-0.770542534838282	0.983849449599597	-1.60369906330274
"fig|1185660.4.peg.3811"	80	198	-0.870486476930574	0.983760191904727	-1.30742852519225
"xanmn_chr05_0179"	48.5	157.5	-0.88618740550925	0.98368963488711	-1.69929517620015
"xanmn_unk07_0003"	254	438	-0.88510297384827	0.983575157661643	-0.786102372829008
"xanmn_chr13_0291"	2	12	-0.885057237098392	0.983570340038681	-2.58496250072116
"fig|1185660.4.peg.1441"	1360	2343	-0.884965637157944	0.983560694034161	-0.784750302725434
"fig|1185660.4.peg.2180"	12	43.5	-0.884261902874047	0.983504373609413	-1.85798099512757
"fig|1185660.4.peg.3903"	44.5	121	-0.873370435143684	0.983469509292166	-1.4431298063082
"xanmn_chr03_0347"	85	197.5	-0.873393192766651	0.983467311890993	-1.21631790692676
"fig|1185660.4.peg.3539"	12	43	-0.883423076994048	0.983445717848686	-1.84130225398094
"fig|1185660.4.peg.3250"	55.5	136	-0.873694285235741	0.983441210904867	-1.29304697490023
"xanmn_unk08_0004"	2.5	17	-0.882805775729932	0.983402674577604	-2.76553474636298
"fig|1185660.4.peg.2500"	62.5	167.5	-0.882328538491287	0.983369468430839	-1.42223300068305
"fig|1185660.4.peg.1316"	20	57.5	-0.882244124390202	0.983363601305444	-1.52356195605701
"xanmn_chr02_0054"	4	17	-0.876405283153458	0.983287313827808	-2.08746284125034
"fig|1185660.4.peg.815"	184	438.5	-0.876564372154759	0.983285571628446	-1.25287107638772
"fig|1185660.4.peg.2501"	79	207	-0.876789303910866	0.983283197654859	-1.38970620932222
"xanmn_unk10_0011"	106.5	234.5	-0.767041245814049	0.983279862397942	-1.13873449228954
"fig|1185660.4.peg.1290"	105.5	248	-0.878388467260493	0.983266259163113	-1.23309712167969
"fig|1185660.4.peg.4199"	4	14	-0.879451330517821	0.983265757515543	-1.8073549220576
"fig|1185660.4.peg.1104"	33.5	98.5	-0.878534214300991	0.983264710091786	-1.5559626289986
"fig|1185660.4.peg.4250"	32.5	84.5	-0.766692721647643	0.983226523685982	-1.37851162325373
"fig|1185660.4.peg.3509"	34	75.5	-0.765654641969819	0.983068138391811	-1.15094189807474
"fig|1185660.4.peg.1181"	5.5	18	-0.765611647493226	0.983061594081638	-1.71049338280502
"xanmn_chr06_0151"	26	62	-0.764622339361241	0.982915499068026	-1.25375659224578
"fig|1185660.4.peg.4456"	198.5	39	1.69911457723301	0.982681663247252	2.34759297828071
"fig|1185660.4.peg.1927"	34	67.5	-0.762850650209354	0.982671360185433	-0.989352755800492
"fig|1185660.4.peg.753"	9	23	-0.762524858379736	0.98262667305067	-1.3536369546147
"fig|1185660.4.peg.1051"	221.5	440	-0.761839921442108	0.982537179241024	-0.990196824969641
"xanmn_unk03_0004"	521.5	828	-0.760921317789365	0.982424459867974	-0.66696351497956
"fig|1185660.4.peg.2182"	3	16.5	-0.760519158374709	0.982375255457139	-2.4594316186373
"fig|1185660.4.peg.3040"	7.5	24	-0.760519054145854	0.982375242715978	-1.67807190511264
"fig|1185660.4.peg.2506"	190.5	356	-0.759699313886995	0.982275216426698	-0.902086243473076
"xanmn_chr07_0044"	0.5	3	-0.758735707346145	0.98216797138619	-2.58496250072116
"xanmn_chr07_0045"	0.5	3	-0.758735707346145	0.98216797138619	-2.58496250072116
"fig|1185660.4.peg.47"	141	286.5	-0.7569374358593	0.981978888955487	-1.02283997635811
"xanmn_chr05_0142"	274.5	479.5	-0.756696814034327	0.98195370172883	-0.804724666012932
"fig|1185660.4.peg.1801"	783	991.5	-0.756669430536952	0.981950837033986	-0.340600464937807
"xanmn_chr03_0812"	69	194	-0.756603798612338	0.981943972424861	-1.49138838540896
"accD1"	25.5	74.5	-0.756484835183089	0.981932710737501	-1.54674317849067
"fig|1185660.4.peg.3116"	594.5	855.5	-0.755524262374746	0.981844850784655	-0.525091044743757
"fig|1185660.4.peg.2513"	2457.5	4817.5	-0.754762496551077	0.981775439125923	-0.97109324995514
"fig|1185660.4.peg.2477"	2.25	14.5	-0.753873795714508	0.981694754860606	-2.68805599368526
"xanmn_chr04_0371"	13	57.5	-0.753360309314481	0.981653046471764	-2.14505033280328
"xanmn_chr03_0976"	0.75	4	-0.752948049030417	0.981620379772341	-2.41503749927884
"fig|1185660.4.peg.2998"	111.5	214.5	-0.751157347272854	0.981479175146172	-0.943933937579241
"fig|1185660.4.peg.4189"	7.5	22	-0.75049164835707	0.981431411477401	-1.55254102302878
"xanmn_chr09_0148"	4	16	-0.750252191048494	0.981414748384541	-2
"fig|1185660.4.peg.2850"	4.5	11.5	-0.749960039094205	0.981394442265073	-1.3536369546147
"xanmn_chr03_0079"	9	29	-0.749484345273135	0.981361434927248	-1.68805599368526
"xanmn_chr13_5005"	75	162	-0.748426110288303	0.98128825387232	-1.11103131238874
"xanmn_chr15_0338"	1	5.5	-0.747967905745507	0.981257921645531	-2.4594316186373
"fig|1185660.4.peg.528"	6	26.5	-0.744625382170216	0.981048411137004	-2.14295795384204
"xanmn_chr02_0296"	6.75	45.5	-0.744408690753745	0.98103539624602	-2.75290713803523
"xanmn_chr02_0167"	21.5	70.5	-0.743920827849223	0.981006139745384	-1.7132865976967
