#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.2420	lcl|xanmn_chr06_0132-xanmn_chr06_0132	1023	1023	100	100	1023	100.000	1846
fig|1185660.4.peg.2421	lcl|xanmn_chr06_0133-xanmn_chr06_0133	270	270	100	100	270	100.000	488
fig|1185660.4.peg.2422	lcl|xanmn_chr06_0134-xanmn_chr06_0134	513	300	58	100	300	100.000	542
fig|1185660.4.peg.2423	lcl|xanmn_chr06_0135-xanmn_chr06_0135	1029	840	82	100	840	100.000	1516
fig|1185660.4.peg.2424	lcl|xanmn_chr06_0136-xanmn_chr06_0136	1215	1290	100	94	1215	100.000	2192
fig|1185660.4.peg.2429	lcl|xanmn_chr07_0006-xanmn_chr07_0006	744	744	100	100	744	100.000	1342
fig|1185660.4.peg.2430	lcl|xanmn_chr07_0007-xanmn_chr07_0007	822	771	94	100	771	100.000	1391
fig|1185660.4.peg.2431	lcl|xanmn_chr07_0008-xanmn_chr07_0008	813	912	100	89	813	100.000	1467
fig|1185660.4.peg.2432	lcl|xanmn_chr07_0009-xanmn_chr07_0009	981	981	100	100	981	100.000	1770
fig|1185660.4.peg.2437	lcl|xanmn_chr07_0013-xanmn_chr07_0013	819	819	100	100	819	100.000	1478
fig|1185660.4.peg.2440	lcl|xanmn_chr07_0015-xanmn_chr07_0015	1191	1191	100	100	1191	100.000	2149
fig|1185660.4.peg.2441	lcl|xanmn_chr07_0016-xanmn_chr07_0016	423	423	100	100	423	100.000	764
fig|1185660.4.peg.2442	lcl|xanmn_chr07_0017-xanmn_chr07_0017	279	279	100	100	279	100.000	504
fig|1185660.4.peg.2445	lcl|xanmn_chr07_0021-xanmn_chr07_0021	168	243	100	69	168	100.000	304
fig|1185660.4.peg.2446	lcl|xanmn_chr07_0022-xanmn_chr07_0022	2376	2190	92	100	2190	100.000	3950
fig|1185660.4.peg.2447	lcl|xanmn_chr07_0023-xanmn_chr07_0023	2895	2895	100	100	2895	100.000	5222
fig|1185660.4.peg.2449	lcl|xanmn_chr07_0024-xanmn_chr07_0024	1584	1584	100	100	1584	100.000	2857
fig|1185660.4.peg.2450	lcl|xanmn_chr07_0025-xanmn_chr07_0025	4359	4260	98	100	4260	100.000	7683
fig|1185660.4.peg.2452	lcl|xanmn_chr07_0027-xanmn_chr07_0027	2817	2817	100	100	2817	100.000	5081
fig|1185660.4.peg.2454	lcl|xanmn_chr07_0028-xanmn_chr07_0028	2349	2349	100	100	2349	100.000	4237
fig|1185660.4.peg.2455	lcl|kscP-xanmn_chr07_0029	1848	1569	85	100	1569	100.000	2830
fig|1185660.4.peg.2456	lcl|xanmn_chr07_0030-xanmn_chr07_0030	1155	1017	88	100	1017	100.000	1835
fig|1185660.4.peg.2457	lcl|xanmn_chr07_0032-xanmn_chr07_0032	297	297	100	100	297	100.000	536
fig|1185660.4.peg.2458	lcl|xanmn_chr07_0033-xanmn_chr07_0033	1641	1641	100	100	1641	100.000	2960
fig|1185660.4.peg.2459	lcl|xanmn_chr07_0034-xanmn_chr07_0034	2337	2337	100	100	2337	100.000	4215
fig|1185660.4.peg.2460	lcl|xanmn_chr07_0035-xanmn_chr07_0035	1572	1572	100	100	1572	100.000	2836
fig|1185660.4.peg.2461	lcl|xanmn_chr07_0036-xanmn_chr07_0036	1833	1833	100	100	1833	100.000	3306
fig|1185660.4.peg.2462	lcl|xanmn_chr07_0037-xanmn_chr07_0037	1815	1815	100	100	1815	100.000	3274
fig|1185660.4.peg.2463	lcl|xanmn_chr07_0038-xanmn_chr07_0038	1200	1200	100	100	1200	100.000	2165
fig|1185660.4.peg.2464	lcl|xanmn_chr07_0039-xanmn_chr07_0039	1680	1617	96	100	1617	100.000	2917
fig|1185660.4.peg.2465	lcl|dapA2-xanmn_chr07_0040	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.2466	lcl|xanmn_chr07_0041-xanmn_chr07_0041	951	960	100	99	951	100.000	1716
fig|1185660.4.peg.2470	lcl|xanmn_chr08_0003-xanmn_chr08_0003	216	216	100	100	216	100.000	390
fig|1185660.4.peg.2471	lcl|xanmn_chr08_0004-xanmn_chr08_0004	258	258	100	100	258	100.000	466
fig|1185660.4.peg.2472	lcl|xanmn_chr08_0005-xanmn_chr08_0005	486	486	100	100	486	100.000	877
fig|1185660.4.peg.2474	lcl|xanmn_chr08_0007-xanmn_chr08_0007	801	828	100	97	801	100.000	1445
fig|1185660.4.peg.2476	lcl|xanmn_chr08_0010-xanmn_chr08_0010	993	993	100	100	993	100.000	1792
fig|1185660.4.peg.2477	lcl|xanmn_chr08_0011-xanmn_chr08_0011	279	279	100	100	279	100.000	504
fig|1185660.4.peg.2478	lcl|xanmn_chr08_0012-xanmn_chr08_0012	612	612	100	100	612	100.000	1104
fig|1185660.4.peg.2479	lcl|rdgC-xanmn_chr08_0013	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.2480	lcl|xanmn_chr08_0014-xanmn_chr08_0014	630	336	53	100	336	100.000	607
fig|1185660.4.peg.2483	lcl|blc-xanmn_chr08_0016	537	537	100	100	537	100.000	969
fig|1185660.4.peg.2484	lcl|xanmn_chr08_0017-xanmn_chr08_0017	477	477	100	100	477	100.000	861
fig|1185660.4.peg.2485	lcl|xanmn_chr08_0018-xanmn_chr08_0018	1794	1794	100	100	1794	100.000	3236
fig|1185660.4.peg.2486	lcl|xanmn_chr08_0019-xanmn_chr08_0019	549	657	100	84	549	100.000	991
fig|1185660.4.peg.2487	lcl|dxs-xanmn_chr08_0020	1920	1920	100	100	1920	100.000	3463
fig|1185660.4.peg.2488	lcl|xanmn_chr08_0021-xanmn_chr08_0021	1257	1257	100	100	1257	100.000	2268
fig|1185660.4.peg.2489	lcl|xanmn_chr08_0022-xanmn_chr08_0022	474	477	100	99	474	100.000	856
fig|1185660.4.peg.2490	lcl|xanmn_chr08_0023-xanmn_chr08_0023	1155	1113	96	100	1113	100.000	2008
fig|1185660.4.peg.2491	lcl|xanmn_chr08_0024-xanmn_chr08_0024	960	960	100	100	960	100.000	1732
fig|1185660.4.peg.2492	lcl|gumP-xanmn_chr08_0025	849	849	100	100	849	100.000	1532
fig|1185660.4.peg.2493	lcl|fabH4-xanmn_chr08_0026	1032	1032	100	100	1032	100.000	1862
fig|1185660.4.peg.2494	lcl|gumN-xanmn_chr08_0027	987	987	100	100	987	100.000	1781
fig|1185660.4.peg.2495	lcl|xanmn_chr08_0028-xanmn_chr08_0028	462	462	100	100	462	100.000	834
fig|1185660.4.peg.2496	lcl|gumM-xanmn_chr08_0029	795	702	88	100	702	100.000	1267
fig|1185660.4.peg.2497	lcl|GumL-xanmn_chr08_0030	795	795	100	100	795	100.000	1434
fig|1185660.4.peg.2498	lcl|gumK-xanmn_chr08_0031	1197	1197	100	100	1197	100.000	2159
fig|1185660.4.peg.2499	lcl|gumJ-xanmn_chr08_0032	1497	1518	100	99	1497	100.000	2700
fig|1185660.4.peg.2500	lcl|gumI-xanmn_chr08_0033	1050	1050	100	100	1050	100.000	1894
fig|1185660.4.peg.2501	lcl|gumH-xanmn_chr08_0034	1143	1143	100	100	1143	100.000	2062
fig|1185660.4.peg.2502	lcl|gumG-xanmn_chr08_0035	1089	1089	100	100	1089	100.000	1965
fig|1185660.4.peg.2503	lcl|gumF-xanmn_chr08_0036	1095	1095	100	100	1095	100.000	1975
fig|1185660.4.peg.2504	lcl|gumE-xanmn_chr08_0037	1290	1302	100	99	1290	100.000	2327
fig|1185660.4.peg.2505	lcl|gumD-xanmn_chr08_0038	1455	1455	100	100	1455	100.000	2625
fig|1185660.4.peg.2506	lcl|gumC-xanmn_chr08_0039	1425	1425	100	100	1425	100.000	2571
fig|1185660.4.peg.2507	lcl|gumB-xanmn_chr08_0040	699	609	87	100	609	100.000	1099
fig|1185660.4.peg.2508	lcl|xanmn_chr08_0041-xanmn_chr08_0041	357	357	100	100	357	100.000	645
fig|1185660.4.peg.2509	lcl|xanmn_chr08_0042-xanmn_chr08_0042	300	300	100	100	300	100.000	542
fig|1185660.4.peg.2510	lcl|pheT-xanmn_chr08_0043	2379	2379	100	100	2379	100.000	4291
fig|1185660.4.peg.2511	lcl|pheS-xanmn_chr08_0044	996	996	100	100	996	100.000	1797
fig|1185660.4.peg.2513	lcl|rplT-xanmn_chr08_0045	339	360	100	94	339	100.000	612
fig|1185660.4.peg.2514	lcl|rpmI-xanmn_chr08_0046	198	198	100	100	198	100.000	358
fig|1185660.4.peg.2515	lcl|infC-xanmn_chr08_0047	444	477	100	93	444	100.000	801
fig|1185660.4.peg.2516	lcl|thrS-xanmn_chr08_0048	2004	1911	95	100	1911	100.000	3447
fig|1185660.4.peg.2517	lcl|xanmn_chr08_0049-xanmn_chr08_0049	1119	714	64	99	711	100.000	1283
fig|1185660.4.peg.2520	lcl|xanmn_chr08_0051-xanmn_chr08_0051	1479	1479	100	100	1479	100.000	2668
fig|1185660.4.peg.2521	lcl|xanmn_chr08_0052-xanmn_chr08_0052	2313	2187	95	100	2187	100.000	3945
fig|1185660.4.peg.2522	lcl|xanmn_chr08_0053-xanmn_chr08_0053	2082	2082	100	100	2082	100.000	3755
fig|1185660.4.peg.2526	lcl|aglA-xanmn_chr08_0056	927	927	100	100	927	100.000	1673
fig|1185660.4.peg.2530	lcl|xanmn_chr08_0060-xanmn_chr08_0060	387	387	100	100	387	100.000	699
fig|1185660.4.peg.2531	lcl|xanmn_chr08_0061-xanmn_chr08_0061	639	639	100	100	639	100.000	1153
fig|1185660.4.peg.2532	lcl|xanmn_chr08_5007-xanmn_chr08_5007	1059	1059	100	100	1059	100.000	1911
fig|1185660.4.peg.2533	lcl|xanmn_chr08_0063-xanmn_chr08_0063	723	759	100	95	723	100.000	1305
fig|1185660.4.peg.2534	lcl|xanmn_chr08_0064-xanmn_chr08_0064	2454	2454	100	100	2454	100.000	4426
fig|1185660.4.peg.2535	lcl|xanmn_chr08_0065-xanmn_chr08_0065	417	417	100	100	417	100.000	753
fig|1185660.4.peg.2536	lcl|virB1-xanmn_chr08_0066	843	843	100	100	843	100.000	1521
fig|1185660.4.peg.2537	lcl|virB11-xanmn_chr08_0067	1041	1059	100	98	1041	100.000	1878
fig|1185660.4.peg.2538	lcl|xanmn_chr08_0068-xanmn_chr08_0068	1170	1170	100	100	1170	100.000	2111
fig|1185660.4.peg.2539	lcl|xanmn_chr08_5006-xanmn_chr08_5006	1032	1047	100	99	1032	100.000	1862
fig|1185660.4.peg.2541	lcl|xanmn_chr08_0072-xanmn_chr08_0072	1674	1674	100	100	1674	100.000	3020
fig|1185660.4.peg.2542	lcl|xanmn_chr08_0073-xanmn_chr08_0073	243	243	100	100	243	100.000	439
fig|1185660.4.peg.2543	lcl|xanmn_chr08_0075-xanmn_chr08_0075	2022	2022	100	100	2022	100.000	3647
fig|1185660.4.peg.2545	lcl|xanmn_chr08_0080-xanmn_chr08_0080	318	318	100	100	318	100.000	574
fig|1185660.4.peg.2546	lcl|pilY1-xanmn_chr09_0001	2712	2385	88	100	2385	100.000	4302
fig|1185660.4.peg.2547	lcl|pilX-xanmn_chr09_0003	423	555	100	76	423	100.000	764
fig|1185660.4.peg.2548	lcl|xanmn_chr09_0004-xanmn_chr09_0004	1008	1008	100	100	1008	100.000	1819
fig|1185660.4.peg.2549	lcl|xanmn_chr09_0008-xanmn_chr09_0008	1386	1386	100	100	1386	100.000	2500
fig|1185660.4.peg.2550	lcl|xanmn_chr09_0009-xanmn_chr09_0009	3225	3225	100	100	3225	100.000	5817
fig|1185660.4.peg.2553	lcl|xanmn_chr09_0123-xanmn_chr09_0123	2952	2952	100	100	2952	100.000	5324
fig|1185660.4.peg.2554	lcl|xanmn_chr09_0124-xanmn_chr09_0124	675	675	100	100	675	100.000	1218
fig|1185660.4.peg.2555	lcl|xanmn_chr09_0125-xanmn_chr09_0125	264	276	100	96	264	100.000	477
fig|1185660.4.peg.2556	lcl|xanmn_chr09_5003-xanmn_chr09_5003	216	120	56	100	120	100.000	217
fig|1185660.4.peg.2557	lcl|xanmn_chr09_0126-xanmn_chr09_0126	1536	1536	100	100	1536	100.000	2771
fig|1185660.4.peg.2558	lcl|xanmn_chr09_0127-xanmn_chr09_0127	360	414	100	87	360	100.000	650
fig|1185660.4.peg.2559	lcl|xanmn_chr09_0129-xanmn_chr09_0129	975	984	100	99	975	100.000	1759
fig|1185660.4.peg.2560	lcl|rlpB-xanmn_chr09_0130	609	645	100	94	609	100.000	1099
fig|1185660.4.peg.2561	lcl|leuS-xanmn_chr09_0132	2706	2643	98	100	2643	100.000	4767
fig|1185660.4.peg.2562	lcl|xanmn_chr09_0133-xanmn_chr09_0133	618	618	100	100	618	100.000	1115
fig|1185660.4.peg.2563	lcl|xanmn_chr09_0134-xanmn_chr09_0134	858	858	100	100	858	100.000	1548
fig|1185660.4.peg.2565	lcl|xanmn_chr09_0136-xanmn_chr09_0136	450	450	100	100	450	100.000	812
fig|1185660.4.peg.2567	lcl|xopN-xanmn_chr09_5006	1914	2202	100	87	1914	100.000	3452
fig|1185660.4.peg.2568	lcl|xanmn_chr09_0139-xanmn_chr09_0139	282	324	100	87	282	100.000	509
fig|1185660.4.peg.2569	lcl|xanmn_chr09_0140-xanmn_chr09_0140	243	243	100	100	243	100.000	439
fig|1185660.4.peg.2570	lcl|xanmn_chr09_0141-xanmn_chr09_0141	963	972	100	99	963	100.000	1737
fig|1185660.4.peg.2571	lcl|xanmn_chr09_0142-xanmn_chr09_0142	816	888	100	92	816	100.000	1472
fig|1185660.4.peg.2572	lcl|xanmn_chr09_0144-xanmn_chr09_0144	993	993	100	100	993	100.000	1792
fig|1185660.4.peg.2573	lcl|xanmn_chr09_0146-xanmn_chr09_0146	315	315	100	100	315	100.000	569
fig|1185660.4.peg.2574	lcl|xanmn_chr09_0147-xanmn_chr09_0147	1416	1155	81	99	1152	100.000	2078
fig|1185660.4.peg.2575	lcl|xanmn_chr09_0149-xanmn_chr09_0149	279	294	100	95	279	100.000	504
fig|1185660.4.peg.2576	lcl|xanmn_chr09_0150-xanmn_chr09_0150	804	804	100	100	804	100.000	1451
fig|1185660.4.peg.2577	lcl|xanmn_chr09_0151-xanmn_chr09_0151	357	357	100	100	357	100.000	645
fig|1185660.4.peg.2579	lcl|xanmn_chr09_0152-xanmn_chr09_0152	1806	1806	100	100	1806	100.000	3258
fig|1185660.4.peg.2581	lcl|xanmn_chr09_0014-xanmn_chr09_0014	600	600	100	100	600	100.000	1083
fig|1185660.4.peg.2583	lcl|xanmn_chr09_0015-xanmn_chr09_0015	321	321	100	100	321	100.000	580
fig|1185660.4.peg.2584	lcl|sodB-xanmn_chr09_0016	579	579	100	100	579	100.000	1045
fig|1185660.4.peg.2585	lcl|purK-xanmn_chr09_0017	1146	1146	100	100	1146	100.000	2067
fig|1185660.4.peg.2586	lcl|purE-xanmn_chr09_0018	504	504	100	100	504	100.000	910
fig|1185660.4.peg.2587	lcl|xanmn_chr09_0019-xanmn_chr09_0019	270	270	100	100	270	100.000	488
fig|1185660.4.peg.2588	lcl|xanmn_chr09_0020-xanmn_chr09_0020	888	876	99	100	876	100.000	1581
fig|1185660.4.peg.2591	lcl|pnp-xanmn_chr09_0022	2115	2115	100	100	2115	100.000	3815
fig|1185660.4.peg.2592	lcl|rpsO-xanmn_chr09_0023	261	261	100	100	261	100.000	471
fig|1185660.4.peg.2593	lcl|truB-xanmn_chr09_0024	927	927	100	100	927	100.000	1673
fig|1185660.4.peg.2594	lcl|rbfA-xanmn_chr09_0025	360	393	100	92	360	100.000	650
fig|1185660.4.peg.2595	lcl|infB-xanmn_chr09_0026	1968	2685	100	73	1968	100.000	3550
fig|1185660.4.peg.2596	lcl|nusA-xanmn_chr09_0027	1512	1512	100	100	1512	100.000	2727
fig|1185660.4.peg.2597	lcl|rimP-xanmn_chr09_0028	591	591	100	100	591	100.000	1067
fig|1185660.4.peg.2598	lcl|xanmn_chr09_0029-xanmn_chr09_0029	1464	1464	100	100	1464	100.000	2641
fig|1185660.4.peg.2599	lcl|xanmn_chr09_0030-xanmn_chr09_0030	1503	1476	98	100	1476	100.000	2663
fig|1185660.4.peg.2600	lcl|xanmn_chr09_0031-xanmn_chr09_0031	2145	2145	100	100	2145	100.000	3869
fig|1185660.4.peg.2601	lcl|xanmn_chr09_0032-xanmn_chr09_0032	306	306	100	100	306	100.000	553
fig|1185660.4.peg.2602	lcl|xanmn_chr09_0033-xanmn_chr09_0033	663	660	99	100	660	100.000	1191
fig|1185660.4.peg.2603	lcl|xanmn_chr09_0034-xanmn_chr09_0034	489	489	100	100	489	100.000	883
fig|1185660.4.peg.2604	lcl|xanmn_chr09_0035-xanmn_chr09_0035	1092	1092	100	100	1092	100.000	1970
fig|1185660.4.peg.2605	lcl|xanmn_chr09_0036-xanmn_chr09_0036	2220	2235	100	99	2220	100.000	4004
fig|1185660.4.peg.2606	lcl|xanmn_chr09_0037-xanmn_chr09_0037	1335	1335	100	100	1335	100.000	2408
fig|1185660.4.peg.2607	lcl|xanmn_chr09_0038-xanmn_chr09_0038	528	528	100	100	528	100.000	953
fig|1185660.4.peg.2608	lcl|xanmn_chr09_0039-xanmn_chr09_0039	1308	1308	100	100	1308	100.000	2360
fig|1185660.4.peg.2609	lcl|xanmn_chr09_0040-xanmn_chr09_0040	753	753	100	100	753	100.000	1359
fig|1185660.4.peg.2610	lcl|xanmn_chr09_0041-xanmn_chr09_0041	549	555	100	99	549	100.000	991
fig|1185660.4.peg.2611	lcl|xanmn_chr09_0042-xanmn_chr09_0042	357	402	100	89	357	100.000	645
fig|1185660.4.peg.2612	lcl|tpiA-xanmn_chr09_0044	756	756	100	100	756	100.000	1364
fig|1185660.4.peg.2613	lcl|xanmn_chr09_0045-xanmn_chr09_0045	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.2614	lcl|glbN-xanmn_chr09_0046	429	396	92	100	396	100.000	715
fig|1185660.4.peg.2615	lcl|xanmn_chr09_0047-xanmn_chr09_0047	873	924	100	94	873	100.000	1575
fig|1185660.4.peg.2616	lcl|xanmn_chr09_0048-xanmn_chr09_0048	2358	2358	100	100	2358	100.000	4253
fig|1185660.4.peg.2617	lcl|xanmn_chr09_0049-xanmn_chr09_0049	690	684	99	100	684	100.000	1234
fig|1185660.4.peg.2618	lcl|xanmn_chr09_0050-xanmn_chr09_0050	939	939	100	100	939	100.000	1694
fig|1185660.4.peg.2619	lcl|glmM-xanmn_chr09_0052	1350	1350	100	100	1350	100.000	2435
fig|1185660.4.peg.2620	lcl|xanmn_chr09_0053-xanmn_chr09_0053	888	888	100	100	888	100.000	1602
fig|1185660.4.peg.2623	lcl|xanmn_chr09_0056-xanmn_chr09_0056	807	807	100	100	807	100.000	1456
fig|1185660.4.peg.2624	lcl|xanmn_chr09_0057-xanmn_chr09_0057	381	381	100	100	381	100.000	688
fig|1185660.4.peg.2625	lcl|xanmn_chr09_0058-xanmn_chr09_0058	1218	1218	100	100	1218	100.000	2197
fig|1185660.4.peg.2626	lcl|trpI-xanmn_chr09_0059	927	927	100	100	927	100.000	1673
fig|1185660.4.peg.2627	lcl|xanmn_chr09_0060-xanmn_chr09_0060	669	669	100	100	669	100.000	1207
fig|1185660.4.peg.2628	lcl|truA-xanmn_chr09_0061	774	774	100	100	774	100.000	1397
fig|1185660.4.peg.2629	lcl|xanmn_chr09_0062-xanmn_chr09_0062	408	309	75	100	309	99.676	549
fig|1185660.4.peg.2630	lcl|xanmn_chr09_0064-xanmn_chr09_0064	1026	1026	100	100	1026	100.000	1851
fig|1185660.4.peg.2631	lcl|xanmn_chr09_0065-xanmn_chr09_0065	1059	1059	100	100	1059	100.000	1911
fig|1185660.4.peg.2632	lcl|xanmn_chr09_0066-xanmn_chr09_0066	1104	1104	100	100	1104	100.000	1992
fig|1185660.4.peg.2633	lcl|xanmn_chr09_0067-xanmn_chr09_0067	927	927	100	100	927	100.000	1673
fig|1185660.4.peg.2634	lcl|xanmn_chr09_0068-xanmn_chr09_0068	651	651	100	100	651	100.000	1175
fig|1185660.4.peg.2635	lcl|psd-xanmn_chr09_0069	816	843	100	97	816	100.000	1472
fig|1185660.4.peg.2636	lcl|xanmn_chr09_0070-xanmn_chr09_0070	1536	1584	100	97	1536	100.000	2771
fig|1185660.4.peg.2637	lcl|xanmn_chr09_0072-xanmn_chr09_0072	1506	1506	100	100	1506	100.000	2717
fig|1185660.4.peg.2639	lcl|xanmn_chr09_0073-xanmn_chr09_0073	1275	1275	100	100	1275	100.000	2300
fig|1185660.4.peg.2640	lcl|xanmn_chr09_0074-xanmn_chr09_0074	1467	1467	100	100	1467	100.000	2646
fig|1185660.4.peg.2641	lcl|greB-xanmn_chr09_0075	597	507	85	100	507	100.000	915
fig|1185660.4.peg.2642	lcl|xanmn_chr09_0077-xanmn_chr09_0077	1374	1374	100	100	1374	100.000	2479
fig|1185660.4.peg.2643	lcl|xanmn_chr09_0078-xanmn_chr09_0078	663	663	100	100	663	100.000	1196
fig|1185660.4.peg.2644	lcl|xanmn_chr09_0079-xanmn_chr09_0079	435	435	100	100	435	100.000	785
fig|1185660.4.peg.2645	lcl|xanmn_chr09_0080-xanmn_chr09_0080	168	168	100	100	168	100.000	304
fig|1185660.4.peg.2647	lcl|xanmn_chr09_0082-xanmn_chr09_0082	186	186	100	100	186	100.000	336
fig|1185660.4.peg.2648	lcl|dcd-xanmn_chr09_0083	570	570	100	100	570	100.000	1029
fig|1185660.4.peg.2649	lcl|xanmn_chr09_0084-xanmn_chr09_0084	852	852	100	100	852	100.000	1537
fig|1185660.4.peg.2650	lcl|btuB-xanmn_chr09_0085	2991	2991	100	100	2991	100.000	5395
fig|1185660.4.peg.2651	lcl|xanmn_chr09_0086-xanmn_chr09_0086	3093	3093	100	100	3093	100.000	5579
fig|1185660.4.peg.2652	lcl|xanmn_chr09_0087-xanmn_chr09_0087	1575	1575	100	100	1575	100.000	2841
fig|1185660.4.peg.2654	lcl|xanmn_chr09_0088-xanmn_chr09_0088	2124	2142	100	99	2124	100.000	3831
fig|1185660.4.peg.2655	lcl|xanmn_chr09_0089-xanmn_chr09_0089	2097	1446	69	100	1446	99.931	2603
fig|1185660.4.peg.2656	lcl|xanmn_chr09_0091-xanmn_chr09_0091	2016	2016	100	100	2016	100.000	3636
fig|1185660.4.peg.2657	lcl|xanmn_chr09_0092-xanmn_chr09_0092	690	690	100	100	690	100.000	1245
fig|1185660.4.peg.2658	lcl|xanmn_chr09_0093-xanmn_chr09_0093	408	408	100	100	408	100.000	737
fig|1185660.4.peg.2659	lcl|xanmn_chr09_0095-xanmn_chr09_0095	1371	1371	100	100	1371	100.000	2473
fig|1185660.4.peg.2660	lcl|xanmn_chr09_0096-xanmn_chr09_0096	1251	1251	100	100	1251	100.000	2257
fig|1185660.4.peg.2661	lcl|xanmn_chr09_0097-xanmn_chr09_0097	1245	1194	96	100	1194	100.000	2154
fig|1185660.4.peg.2662	lcl|slyD-xanmn_chr09_0098	480	480	100	100	480	100.000	866
fig|1185660.4.peg.2663	lcl|xanmn_chr09_0099-xanmn_chr09_0099	666	666	100	100	666	100.000	1202
fig|1185660.4.peg.2664	lcl|xanmn_chr09_0100-xanmn_chr09_0100	492	492	100	100	492	100.000	888
fig|1185660.4.peg.2665	lcl|xanmn_chr09_0101-xanmn_chr09_0101	819	837	100	98	819	100.000	1478
fig|1185660.4.peg.2666	lcl|xanmn_chr09_0102-xanmn_chr09_0102	1341	1341	100	100	1341	100.000	2419
fig|1185660.4.peg.2667	lcl|phoA-xanmn_chr09_0103	1599	1662	99	95	1584	100.000	2857
fig|1185660.4.peg.2668	lcl|xanmn_chr09_0104-xanmn_chr09_0104	1311	1305	99	100	1305	100.000	2354
fig|1185660.4.peg.2669	lcl|xanmn_chr09_0105-xanmn_chr09_0105	261	261	100	100	261	100.000	471
fig|1185660.4.peg.2670	lcl|xanmn_chr09_0106-xanmn_chr09_0106	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.2671	lcl|xanmn_chr09_0107-xanmn_chr09_0107	1098	1098	100	100	1098	100.000	1981
fig|1185660.4.peg.2672	lcl|xanmn_chr09_0108-xanmn_chr09_0108	390	390	100	100	390	100.000	704
fig|1185660.4.peg.2673	lcl|pmbA-xanmn_chr09_0110	1368	1368	100	100	1368	100.000	2468
fig|1185660.4.peg.2674	lcl|yjgA-xanmn_chr09_0111	585	579	99	100	579	100.000	1045
fig|1185660.4.peg.2675	lcl|tldD-xanmn_chr09_0112	1446	1446	100	100	1446	100.000	2608
fig|1185660.4.peg.2676	lcl|xanmn_chr09_0113-xanmn_chr09_0113	753	753	100	100	753	100.000	1359
fig|1185660.4.peg.2678	lcl|rng-xanmn_chr09_0115	1500	1500	100	100	1500	100.000	2706
fig|1185660.4.peg.2679	lcl|xanmn_chr09_0116-xanmn_chr09_0116	573	573	100	100	573	100.000	1034
fig|1185660.4.peg.2680	lcl|xanmn_chr09_0117-xanmn_chr09_0117	735	735	100	100	735	100.000	1326
fig|1185660.4.peg.2682	lcl|xanmn_chr09_0119-xanmn_chr09_0119	981	981	100	100	981	100.000	1770
fig|1185660.4.peg.2684	lcl|xanmn_chr10_0001-xanmn_chr10_0001	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.2685	lcl|xanmn_chr10_0002-xanmn_chr10_0002	1824	1824	100	100	1824	100.000	3290
fig|1185660.4.peg.2686	lcl|xanmn_chr10_0003-xanmn_chr10_0003	600	600	100	100	600	100.000	1083
fig|1185660.4.peg.2687	lcl|xanmn_chr10_0004-xanmn_chr10_0004	3060	3060	100	100	3060	100.000	5519
fig|1185660.4.peg.2688	lcl|xanmn_chr10_0005-xanmn_chr10_0005	564	1032	100	55	564	100.000	1018
fig|1185660.4.peg.2689	lcl|xanmn_chr10_0169-xanmn_chr10_0169	633	750	100	84	633	100.000	1142
fig|1185660.4.peg.2690	lcl|xanmn_chr10_0170-xanmn_chr10_0170	684	684	100	100	684	100.000	1234
fig|1185660.4.peg.2691	lcl|xanmn_chr10_0172-xanmn_chr10_0172	324	324	100	100	324	100.000	585
fig|1185660.4.peg.2692	lcl|murA-xanmn_chr10_0173	1260	1275	100	99	1260	100.000	2273
fig|1185660.4.peg.2693	lcl|xanmn_chr10_0174-xanmn_chr10_0174	228	228	100	100	228	100.000	412
fig|1185660.4.peg.2694	lcl|xanmn_chr10_0175-xanmn_chr10_0175	858	894	100	96	858	100.000	1548
fig|1185660.4.peg.2695	lcl|xanmn_chr10_0176-xanmn_chr10_0176	549	549	100	100	549	100.000	991
fig|1185660.4.peg.2696	lcl|xanmn_chr10_0177-xanmn_chr10_0177	576	576	100	100	576	100.000	1040
fig|1185660.4.peg.2697	lcl|xanmn_chr10_0178-xanmn_chr10_0178	573	582	100	98	573	100.000	1034
fig|1185660.4.peg.2698	lcl|yhbG-xanmn_chr10_0179	720	720	100	100	720	100.000	1299
fig|1185660.4.peg.2699	lcl|xanmn_chr10_0180-xanmn_chr10_0180	1398	1440	100	97	1398	100.000	2522
fig|1185660.4.peg.2700	lcl|xanmn_chr10_0181-xanmn_chr10_0181	261	318	100	82	261	100.000	471
fig|1185660.4.peg.2701	lcl|xanmn_chr10_0182-xanmn_chr10_0182	459	459	100	100	459	100.000	829
fig|1185660.4.peg.2702	lcl|ptsK-xanmn_chr10_0183	951	951	100	100	951	100.000	1716
fig|1185660.4.peg.2703	lcl|xanmn_chr10_0184-xanmn_chr10_0184	873	873	100	100	873	100.000	1575
fig|1185660.4.peg.2704	lcl|xanmn_chr10_0186-xanmn_chr10_0186	393	393	100	100	393	100.000	710
fig|1185660.4.peg.2705	lcl|xanmn_chr10_0187-xanmn_chr10_0187	270	270	100	100	270	100.000	488
