,minimum,maximum
UMPK,-72.12499061282874,0.0
UPP3S,-0.06192933703850007,-0.0619293370385
UPPDC1,-0.030964668519250126,-0.03096466851925
UPPDC2,0.0,0.0
UPPRT,0.0,0.0
URCN,0.0,0.0
UREA,0.0,7.5330317729865905
URFGTT,0.03096466851925,0.03096466851925
URIDK2m,0.0,0.0
URIt2,-78.39984957838757,0.0
VPAMTr,-1000.0,624.6370986919644
X5PL3E,0.0,0.0
XAND,0.0,0.0
XPPT,-332.1562149640441,0.0
XTSNH,0.0,30.994405768351765
XYLI1,-161.77173089153052,10.0
XYLI2,-61.57155453813689,10.0
XYLK,-10.0,161.77173089153004
XYLt2,-161.77173089153018,10.000000000000002
ZN2t4pp,-0.03096466851925,-0.03096466851925
G-12289,0.0,0.6576835781277558
G-12290,0.0,0.6576835781279896
MNXR113143,0.0,0.657683578127759
MNXR113142,0.0,0.6576835781277401
MNXR113144,0.0,0.6576835781276864
MNXR117163,0.0,0.657683578127758
MNXR117165,0.0,0.32884178906381534
G-12296,0.0,0.32884178906399203
gumBCEJ,0.0,0.328841789063901
OF_Biomass_Synthesis,0.0,0.41105223632991217
