1185660.4.peg.1057	DHFS,10FTHFGLULL,FPGS_tm
1185660.4.peg.978	PRPPS
1185660.4.peg.1511	PSCIT
1185660.4.peg.2954	PSP,PSP_D
1185660.4.peg.2102	PTRCabc,SPMDabc
1185660.4.peg.2103	PTRCabc,SPMDabc
1185660.4.peg.2101	PTRCabc,SPMDabc
1185660.4.peg.3369	PYK
1185660.4.peg.1051	R01465m
1185660.4.peg.777	RBFSb
1185660.4.peg.4241	RNDR3,RNDR1,RNDR4,RNDR2
1185660.4.peg.4242	RNDR3,RNDR1,RNDR4,RNDR2
1185660.4.peg.3420	RPE,TDPDRE
1185660.4.peg.3241	RPI
1185660.4.peg.2801	rxn00016_c0
1185660.4.peg.4092	rxn01457_c0,rxn01080_c0
1185660.4.peg.2256	rxn06181_c0
1185660.4.peg.2519	rxn06453_c0
1185660.4.peg.1653	rxn06723_c0
1185660.4.peg.4551	rxn09988_c0
1185660.4.peg.1095	rxn13990_c0
1185660.4.peg.2925	RZ5PP
1185660.4.peg.3353	SADT,SADT2
1185660.4.peg.3428	SBTPD
1185660.4.peg.1289	SDPDS
1185660.4.peg.2756	SERD_L
1185660.4.peg.4204	SHK3Dr
1185660.4.peg.3568	SO4t2
1185660.4.peg.620	SO4t2
1185660.4.peg.2584	SPODM
1185660.4.peg.2037	SPODM
1185660.4.peg.187	SPODM
1185660.4.peg.188	SPODM
1185660.4.peg.910	SUCBZL
1185660.4.peg.4573	SUCLm
1185660.4.peg.4572	SUCLm
1185660.4.peg.1529	SUCRe
1185660.4.peg.2799	SUCRe
xanmn_chr08_0051	SUCRt2
1185660.4.peg.1048	SULabc
1185660.4.peg.1049	SULabc,TSULabc
1185660.4.peg.1046	SULabc,TSULabc
1185660.4.peg.1047	SULabc
1185660.4.peg.3354	SULR
1185660.4.peg.3355	SULR
1185660.4.peg.1107	TAL
1185660.4.peg.3283	TAL
1185660.4.peg.876	TAUDO
1185660.4.peg.873	TAURabc
1185660.4.peg.875	TAURabc
1185660.4.peg.874	TAURabc
1185660.4.peg.3419	TDPDRR
1185660.4.peg.1206	TDSRh
1185660.4.peg.1207	TDSRh
1185660.4.peg.2243	TDSRh
1185660.4.peg.596	TDSRh
1185660.4.peg.3628	THIORDXi
1185660.4.peg.4558	THIORDXi
1185660.4.peg.450	THRA
1185660.4.peg.3178	THZPSN
1185660.4.peg.3179	THZPSN
1185660.4.peg.781	TMPK
1185660.4.peg.3245	TMPPP
1185660.4.peg.2612	TPI
1185660.4.peg.2162	TPRDCOAS,UPPRT
1185660.4.peg.2947	TRE6PP
1185660.4.peg.3934	TRE6PP
1185660.4.peg.2949	TRE6PS
1185660.4.peg.419	TRPO2
1185660.4.peg.418	TRPO2
1185660.4.peg.817	UAAGDS
1185660.4.peg.1651	UAGAAT
1185660.4.peg.820	UAGPT2,UAGPT3
1185660.4.peg.3119	UAMAGS
1185660.4.peg.821	UAMAS
1185660.4.peg.1848	UAPGR
1185660.4.peg.3418	UDPGD
1185660.4.peg.1406	UDPGD
1185660.4.peg.818	UGMDDS
1185660.4.peg.826	UHGADA
1185660.4.peg.196	UPP3S
1185660.4.peg.2745	UPPDC1,UPPDC2
1185660.4.peg.1905	VPAMTr
1185660.4.peg.1815	XYLK
1185660.4.peg.1817	XYLt2
1185660.4.peg.2505	G12289
1185660.4.peg.2496	G12290
1185660.4.peg.2501	MNXR113143
1185660.4.peg.2498	MNXR113142
1185660.4.peg.2500	MNXR113144
1185660.4.peg.2503	MNXR117163
1185660.4.peg.2497	MNXR117165
1185660.4.peg.2502	G12296
1185660.4.peg.2504	gumBCEJ
1185660.4.peg.2506	gumBCEJ
1185660.4.peg.2507	gumBCEJ
1185660.4.peg.2499	gumBCEJ
