ID	MetaCyc
rxn21619	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn21621	Biosynthesis|PWY-6456|Polyamine-Biosynthesis
rxn21622	Biosynthesis|PWY-6456|Polyamine-Biosynthesis
rxn21623	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PWY-6462|Peptidoglycan-Cross-Bridge-Biosynthesis
rxn21624	Biosynthesis|Lipid-Biosynthesis|PWY-6453
rxn21625	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PWY-6462|Peptidoglycan-Cross-Bridge-Biosynthesis
rxn21626	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PWY-6463|Peptidoglycan-Cross-Bridge-Biosynthesis
rxn21628	Alcohol-Degradation|Degradation|PWY-6464
rxn21629	Alcohol-Degradation|Degradation|PWY-6464
rxn21630	Alcohol-Degradation|Degradation|PWY-6464
rxn21631	Biosynthesis|Cofactor-Biosynthesis|PWY-6891|PWY-6892|PWY-6895|THISYN-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn21635	Biosynthesis|Cofactor-Biosynthesis|PWY-6466|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn21636	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6465|PWY-6468
rxn21637	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6465
rxn21638	Biosynthesis|Cell-Structure-Biosynthesis|KDO-Lipid-IV-Transfer|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-6467
rxn21647	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6468
rxn21649	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6461|PWY-6471|Peptidoglycan-Biosynthesis|Peptidoglycan-Cross-Bridge-Biosynthesis
rxn21650	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-5265|PWY-6471|Peptidoglycan-Biosynthesis
rxn21651	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6468
rxn21652	Biosynthesis|Lipid-Biosynthesis|PWY-5129
rxn21653	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6461|PWY-6471|Peptidoglycan-Biosynthesis|Peptidoglycan-Cross-Bridge-Biosynthesis
rxn21654	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21655	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21656	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21657	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21658	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21659	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21660	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21661	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6470|Peptidoglycan-Biosynthesis
rxn21662	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6471|Peptidoglycan-Biosynthesis
rxn21663	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PWY-6471|Peptidoglycan-Biosynthesis
rxn21664	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Nicotinate-Degradation|PWY-5033|PWY-5062
rxn21665	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|PWY-6475|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn21668	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|PWY-6475|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn21697	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|PWY-6475|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn21726	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6477
rxn21727	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6477
rxn21728	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6477
rxn21729	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823
rxn21730	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6479|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21731	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6479|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21733	Biosynthesis|Cofactor-Biosynthesis|PWY-5855|PWY-5873|Quinone-Biosynthesis|Ubiquinone-Biosynthesis
rxn21734	Biosynthesis|Cofactor-Biosynthesis|PWY-5857|PWY-5872|Quinone-Biosynthesis|Ubiquinone-Biosynthesis
rxn21735	Amino-Acid-Biosynthesis|Biosynthesis|PWY-6482
rxn21736	Amino-Acid-Biosynthesis|Biosynthesis|PWY-6482
rxn21738	Amino-Acid-Biosynthesis|Biosynthesis|PWY-6482
rxn21739	Amino-Acid-Biosynthesis|Biosynthesis|PWY-6482
rxn21740	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21741	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21742	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21743	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21744	Biosynthesis|Degradation|Fatty-Acid-and-Lipid-Degradation|Lipid-Biosynthesis|PWY-6483|SPHINGOLIPID-SYN-PWY
rxn21745	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21746	Degradation|Fatty-Acid-and-Lipid-Degradation|PWY-6483
rxn21747	Biosynthesis|PHENYLPROPANOID-SYN|PWY-5987|QUINONE-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21749	D-Galacturonate-Degradation|Degradation|PWY-6491|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn21750	D-Galacturonate-Degradation|Degradation|PWY-6491|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn21751	D-Galacturonate-Degradation|Degradation|PWY-6491|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn21752	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6477
rxn21753	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21756	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21759	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6493|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21760	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21763	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21766	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21769	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21772	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6493|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21773	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6493|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21774	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21775	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21776	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-6494
rxn21777	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6495|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21778	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6495|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21779	Detoxification|Metabolic-Clusters|PWY-6502
rxn21780	Detoxification|Metabolic-Clusters|PWY-6502
rxn21781	ALKALOIDS-SYN|Biosynthesis|INDOLE-ALKALOIDS|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6495|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21782	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-102
rxn21786	Biosynthesis|Other-biosynthesis|PWY-6498
rxn21787	Biosynthesis|Other-biosynthesis|PWY-6498
rxn21788	D-Glucuronate-Degradation|Degradation|PWY-6501|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn21789	Biosynthesis|Other-biosynthesis|PWY-6498
rxn21790	Detoxification|Metabolic-Clusters|PWY-6502
rxn21791	Detoxification|Metabolic-Clusters|PWY-6502
rxn21792	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6503|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21793	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-2821|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21794	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-2821|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21795	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-601|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21796	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21797	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21798	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21799	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21800	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4472|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21801	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4472|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21802	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4473|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21803	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4473|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21804	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4474|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21805	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4474|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21806	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4475|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21807	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4475|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21808	Biosynthesis|CINNAMATE-SYN|Cell-Structure-Biosynthesis|LIGNIN-SYN|PHENYLPROPANOID-SYN|PLANT-CELL-STRUCTURE|PWY-361|PWY-5168|SECONDARY-CELL-WALL|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21809	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-2821|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21810	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-601|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21811	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21812	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21813	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4472|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21814	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4473|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21815	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4474|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21816	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4475|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21817	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-2821|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21818	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-601|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21819	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21820	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21821	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4472|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21822	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4473|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21823	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4474|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21824	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4475|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21825	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-2821|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21826	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-601|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21827	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21828	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21830	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4472|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21831	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4473|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21832	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4474|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21833	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4475|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21834	Biosynthesis|Other-biosynthesis|PWY-6498
rxn21835	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-1187|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21837	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21838	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21839	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21840	Biosynthesis|GLUCOSINOLATE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWYQT-4471|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21841	Antibiotic-Biosynthesis|Biosynthesis|PWY-6511|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21846	Degradation|Limonene-Degradation|PWY-6526|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn21848	Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6515|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21850	Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6515|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21851	Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6515|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn21853	Degradation|Other-Degradation|PWY-6518
rxn21854	Degradation|Other-Degradation|PWY-6518
rxn21855	Degradation|Other-Degradation|PWY-6518
rxn21856	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21857	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21858	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21859	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21860	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21861	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21862	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21863	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21864	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn21865	Biosynthesis|Cofactor-Biosynthesis|PWY-6520|Polyprenyl-Biosynthesis
rxn21866	Biosynthesis|Cofactor-Biosynthesis|PWY-6520|Polyprenyl-Biosynthesis
rxn21869	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-6524
rxn21870	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-6525
rxn21871	Biosynthesis|Carbohydrates-Biosynthesis|Oligosaccharides-Biosynthesis|PWY-6525
rxn21872	Degradation|Limonene-Degradation|PWY-6526|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn21874	Electron-Transfer|Energy-Metabolism|PYRUVOX-PWY
rxn21881	Electron-Transfer|Energy-Metabolism|PYRUVOX-PWY
rxn21889	ANAEROBIC-RESPIRATION|Energy-Metabolism|PWY-6530|Respiration
rxn21890	Activation-Inactivation-Interconversion|Degradation|GIBBERELLINS-DEGRADATION|HORMONE-DEG|Inactivation|Metabolic-Clusters|PLANT-HORMONE-DEG|PWY-102
rxn21891	Carbohydrates-Degradation|Degradation|GALACTOSE-DEGRADATION|PWY-6531|PWY-6693|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn21892	Carbohydrates-Degradation|Degradation|PWY-6527|Sugars-And-Polysaccharides
rxn21893	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6532
rxn21894	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6533
rxn21895	Degradation|PWY-6531|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn21897	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6533
rxn21898	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6534|Phenolic-Compounds-Degradation|Phenylethylamine-Degradation
rxn21899	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6534|Phenolic-Compounds-Degradation|Phenylethylamine-Degradation
rxn21900	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6550
rxn21901	ALKALOIDS|CAFFEINE|Degradation|N-CONTAINING-SECONDARY-CMPD-DEG|PWY-6538|PWY-6632|SECONDARY-METABOLITE-DEGRADATION
rxn21902	ALKALOIDS|CAFFEINE|Degradation|N-CONTAINING-SECONDARY-CMPD-DEG|PWY-6633|SECONDARY-METABOLITE-DEGRADATION
rxn21903	ALKALOIDS|CAFFEINE|Degradation|N-CONTAINING-SECONDARY-CMPD-DEG|PWY-6633|SECONDARY-METABOLITE-DEGRADATION
rxn21911	AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|PWY-6539
