ID	EcoCyc
rxn01990	D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01996	CARBOXYLATES-DEG|Degradation|PROPIONMET-PWY|Propionate-Degradation
rxn01997	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02004	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Organic-solutes-Biosynthesis|Other-biosynthesis|TRESYN-PWY|Trehalose-biosynthesis
rxn02008	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn02011	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn02056	Biosynthesis|Cofactor-Biosynthesis|PWY-5194|Porphyrin-Compounds-Biosynthesis
rxn02102	AMINE-DEG|Allantoin-degradation|Degradation|PWY0-41
rxn02103	AMINE-DEG|Allantoin-degradation|Degradation|PWY0-41
rxn02104	AMINE-DEG|Allantoin-degradation|Degradation|PWY0-41
rxn02155	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSAL-PWY|PYRIDNUCSYN-PWY
rxn02159	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02160	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02161	Carbohydrates-Degradation|Degradation|FUC-RHAMCAT-PWY|L-rhamnose-Degradation|RHAMCAT-PWY|Sugars-And-Polysaccharides
rxn02173	Degradation|GALACTCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn02175	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn02177	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|ENTBACSYN-PWY|PWY-5901|Siderophores-Biosynthesis
rxn02201	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6612|PWY-6614|Vitamin-Biosynthesis
rxn02212	3-Dehydroquinate-Biosynthesis|ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6164
rxn02213	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn02264	Biosynthesis|Cofactor-Biosynthesis|PWY-5188|Tetrapyrrole-Biosynthesis
rxn02277	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
rxn02285	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn02286	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn02288	Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn02303	Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn02304	Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn02312	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
rxn02314	Degradation|GALACTITOLCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn02319	Carbohydrates-Degradation|Degradation|FUC-RHAMCAT-PWY|FUCCAT-PWY|Sugars-And-Polysaccharides
rxn02320	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02321	Ascorbate-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|LYXMET-PWY|PWY-6961|PWY0-301|Sugars-And-Polysaccharides
rxn02331	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02341	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn02373	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY
rxn02374	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY
rxn02380	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Energy-Metabolism|GDP-Mannose-Biosynthesis|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|PWY-5659|SUGAR-NUCLEOTIDES|TCA-VARIANTS
rxn02402	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY
rxn02404	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02405	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02429	Degradation|GALACTCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn02449	Biosynthesis|Metabolic-Regulators|PPGPPMET-PWY
rxn02465	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn02473	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02474	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn02475	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn02476	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn02503	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6147|PWY-6612|Vitamin-Biosynthesis
rxn02504	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6147|PWY-6612|Vitamin-Biosynthesis
rxn02507	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn02508	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn02529	CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|Noncarbon-Nutrients
rxn02552	Carbohydrates-Degradation|Degradation|PWY0-44|Sugars-And-Polysaccharides
rxn02666	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG
rxn02774	Biosynthesis|Cofactor-Biosynthesis|PWY-5194|Porphyrin-Compounds-Biosynthesis
rxn02789	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn02811	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn02831	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn02832	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn02834	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02835	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02895	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6121|PWY-6122|PWY-6277|Purine-Nucleotide-De-Novo-Biosynthesis
rxn02897	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY-1|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn02914	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn02927	ARGININE-DEG|AST-PWY|Amino-Acid-Degradation|Degradation
rxn02928	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn02929	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn02937	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6121|PWY-6122|PWY-6277|Purine-Nucleotide-De-Novo-Biosynthesis
rxn02939	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn02944	ARGININE-DEG|AST-PWY|Amino-Acid-Degradation|Degradation
rxn02988	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY
rxn03004	AIR-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|Nucleotide-Biosynthesis|PWY-6121|PWY-6277|PWY-6613|Vitamin-Biosynthesis
rxn03031	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn03038	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|HCAMHPDEG-PWY|PWY0-1277|Phenolic-Compounds-Degradation
rxn03061	CARBOXYLATES-DEG|Degradation|Methyl-Citrate-Cycle|PWY0-42|Propionate-Degradation
rxn03062	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn03066	Biosynthesis|Cell-Structure-Biosynthesis|ECASYN-PWY
rxn03080	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn03084	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6121|PWY-6122|PWY-6277|Purine-Nucleotide-De-Novo-Biosynthesis
rxn03087	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn03108	Biosynthesis|Cofactor-Biosynthesis|PWY-6890|THISYN-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn03135	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03137	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6123|Purine-Nucleotide-De-Novo-Biosynthesis
rxn03146	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn03159	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn03164	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn03168	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6147|PWY-6612|Vitamin-Biosynthesis
rxn03173	6-HM-Dihydropterin-PP-Biosynthesis|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6147|PWY-6612|Vitamin-Biosynthesis
rxn03175	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03182	Biosynthesis|Cell-Structure-Biosynthesis|KDO-Lipid-IV-Transfer|KDO-NAGLIPASYN-PWY|KDOSYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis
rxn03393	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn03394	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn03395	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn03422	ARGININE-DEG|AST-PWY|Amino-Acid-Degradation|Degradation
rxn03439	Biosynthesis|Cell-Structure-Biosynthesis|KDO-Lipid-IV-Transfer|KDO-NAGLIPASYN-PWY|KDOSYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis
rxn03511	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|PWY0-1241|SUGAR-NUCLEOTIDES
rxn03536	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY-1|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn03537	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY-1|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn03630	Amino-Acid-Degradation|Degradation|MISCELLANEOUS-DEG|PWY0-981|Taurine-degradation
rxn03638	Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Polyamine-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDPNAGSYN-PWY
rxn03841	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6543|PWY-6612|Vitamin-Biosynthesis
rxn03842	AMINE-DEG|Allantoin-degradation|Degradation|PWY-5698|PWY-5705|PWY0-41
rxn03856	Degradation|GALACTITOLCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn03884	ENTNER-DOUDOROFF-PWY|Energy-Metabolism|GLYCOLYSIS-E-D
rxn03885	D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GLUCUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn03887	D-Galactarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARGALACTSUPER-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn03907	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn03908	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn03909	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|PWY-6892|PWY0-845|PYRIDOXSYN-PWY|Polyprenyl-Biosynthesis|THISYN-PWY|Thiamine-Biosynthesis|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn03910	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn03916	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|PWY0-1241|SUGAR-NUCLEOTIDES
rxn03919	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|PWY0-1241|SUGAR-NUCLEOTIDES
rxn03953	Degradation|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn03954	Degradation|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn03958	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn03975	ALKANEMONOX-PWY|Degradation|Noncarbon-Nutrients|Sulfur-Assimilation
rxn04056	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn04070	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn04082	ARABCAT-PWY|Ascorbate-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|LYXMET-PWY|PWY-6961|PWY0-301|Sugars-And-Polysaccharides
rxn04113	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn04308	Biosynthesis|Cofactor-Biosynthesis|POLYISOPRENSYN-PWY|PWY-5785|Polyprenyl-Biosynthesis
rxn04597	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|HCAMHPDEG-PWY|PWY0-1277|Phenolic-Compounds-Degradation
rxn04598	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6690|Phenolic-Compounds-Degradation
rxn04599	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|HCAMHPDEG-PWY|PWY0-1277|Phenolic-Compounds-Degradation
rxn04600	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6690|Phenolic-Compounds-Degradation
rxn04601	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|HCAMHPDEG-PWY|PWY0-1277|Phenolic-Compounds-Degradation
rxn04602	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6690|Phenolic-Compounds-Degradation
rxn04603	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6690|Phenolic-Compounds-Degradation
rxn04604	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6690|Phenolic-Compounds-Degradation
rxn04651	Biosynthesis|Other-biosynthesis|PRPP-Biosynthesis|PRPP-PWY|PWY0-661
rxn04662	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn04704	Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn04750	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn04751	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn04783	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6122|PWY-6277|Purine-Nucleotide-De-Novo-Biosynthesis
rxn04791	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801
rxn04792	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801
rxn04794	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|PWY-5437|THREOCAT-PWY|THREONINE-DEG
rxn04928	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6961|PWY0-301
rxn04930	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6961
rxn04938	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801
rxn04954	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn04996	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn05005	Biosynthesis|Cofactor-Biosynthesis|PWY-5194|Porphyrin-Compounds-Biosynthesis
rxn05006	Biosynthesis|Cofactor-Biosynthesis|PWY-5194|Porphyrin-Compounds-Biosynthesis
rxn05023	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn05024	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn05029	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY-1|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn05039	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05040	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05064	CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|NUCLEO-DEG|Noncarbon-Nutrients|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn05114	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6123|Purine-Nucleotide-De-Novo-Biosynthesis
rxn05115	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6123|Purine-Nucleotide-De-Novo-Biosynthesis
rxn05116	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn05123	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05126	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05127	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05128	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05324	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05325	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05326	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05330	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05331	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05335	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05337	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
